,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31
Change To Liabilities,0.0,23200000.0,0.0,0.0,0.0,-16000000.0,0.0
Total Cashflows From Investing Activities,-51800000.0,-143200000.0,-135700000.0,-141000000.0,-107600000.0,-66000000.0,-1669300000.0
Net Borrowings,-20100000.0,-87700000.0,21000000.0,-74900000.0,-117500000.0,-138400000.0,1784800000.0
Total Cash From Financing Activities,-18600000.0,-85300000.0,-13600000.0,-65400000.0,-108600000.0,-123800000.0,1693600000.0
Change To Operating Activities,-36100000.0,73100000.0,-49900000.0,-11500000.0,-20200000.0,22400000.0,6200000.0
Issuance Of Stock,900000.0,14400000.0,1200000.0,1300000.0,7600000.0,29400000.0,1600000.0
Net Income,55200000.0,81200000.0,2101100000.0,117500000.0,615800000.0,110300000.0,95300000.0
Change In Cash,47500000.0,-11500000.0,2900000.0,-13300000.0,6600000.0,-16400000.0,186600000.0
Repurchase Of Stock,-24800000.0,-24800000.0,-24800000.0,-78500000.0,-78500000.0,-78500000.0,-78500000.0
Effect Of Exchange Rate,5100000.0,-1300000.0,4500000.0,500000.0,-1000000.0,-1100000.0,-3700000.0
Total Cash From Operating Activities,112800000.0,218300000.0,147700000.0,192600000.0,223800000.0,174500000.0,166000000.0
Depreciation,70600000.0,77100000.0,75500000.0,77500000.0,78900000.0,77400000.0,82000000.0
Other Cashflows From Financing Activities,600000.0,-10500000.0,-11000000.0,9700000.0,1300000.0,-13300000.0,-14300000.0
Change To Netincome,23100000.0,29900000.0,-1979000000.0,9100000.0,-450700000.0,55100000.0,-17500000.0
Capital Expenditures,-45100000.0,-107000000.0,-55900000.0,-49900000.0,-43600000.0,-65000000.0,-57100000.0
Dividends Paid,-1500000.0,-1500000.0,-1500000.0,-1500000.0,-1500000.0,-1500000.0,
Change To Inventory,-62300000.0,-62300000.0,-9200000.0,-9200000.0,-9200000.0,-9200000.0,
Change To Account Receivables,8500000.0,8500000.0,-75500000.0,-75500000.0,-75500000.0,-75500000.0,
