,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25
Intangible Assets,1252500000.0,1307500000.0,1244800000.0,1447600000.0,1800800000.0,1659200000.0,1650500000.0
Capital Surplus,5861700000.0,5904800000.0,5895300000.0,5927100000.0,5936200000.0,5965800000.0,5964000000.0
Total Liab,4544500000.0,4488500000.0,4281700000.0,4249000000.0,4713500000.0,4701300000.0,4766000000.0
Total Stockholder Equity,2255100000.0,2705200000.0,3267900000.0,3794400000.0,3877100000.0,4218600000.0,4519100000.0
Other Current Liab,186100000.0,311400000.0,199800000.0,212400000.0,225700000.0,285200000.0,193500000.0
Total Assets,6803100000.0,7195800000.0,7550700000.0,8044000000.0,8590600000.0,8919900000.0,9285100000.0
Common Stock,2900000.0,2900000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,45800000.0,50000000.0,30700000.0,86500000.0,63100000.0,27400000.0,40100000.0
Retained Earnings,-2068100000.0,-1573200000.0,-918800000.0,-298900000.0,-30500000.0,298300000.0,797500000.0
Other Liab,357700000.0,429300000.0,499800000.0,503000000.0,561400000.0,565800000.0,646100000.0
Good Will,2592900000.0,2657900000.0,2663300000.0,2857200000.0,3264200000.0,3281600000.0,3329400000.0
Treasury Stock,-1541400000.0,-1629300000.0,-1711600000.0,-1836800000.0,-2031600000.0,-2048500000.0,-2245400000.0
Other Assets,435700000.0,424500000.0,531800000.0,543200000.0,556300000.0,152600000.0,244700000.0
Cash,744200000.0,701000000.0,868700000.0,816400000.0,827600000.0,1170300000.0,1420800000.0
Total Current Liabilities,1345700000.0,1239300000.0,1056000000.0,1036400000.0,1464600000.0,1326800000.0,1278700000.0
Short Long Term Debt,570900000.0,324900000.0,86000000.0,85900000.0,471700000.0,313000000.0,256600000.0
Other Stockholder Equity,-61900000.0,-49700000.0,-30700000.0,-35800000.0,-42200000.0,-59100000.0,-89000000.0
Property Plant Equipment,539200000.0,572200000.0,514500000.0,533600000.0,551100000.0,648300000.0,554300000.0
Total Current Assets,1982800000.0,2222300000.0,2596300000.0,2662400000.0,2418200000.0,3168700000.0,3506200000.0
Net Tangible Assets,-1590300000.0,-1260200000.0,-640200000.0,-510400000.0,-1187900000.0,-722200000.0,-460800000.0
Net Receivables,728000000.0,1028900000.0,1216100000.0,1212300000.0,943200000.0,942700000.0,975600000.0
Long Term Debt,2754900000.0,2736900000.0,2709100000.0,2686000000.0,2664600000.0,2719800000.0,2819900000.0
Inventory,413600000.0,395100000.0,420200000.0,456200000.0,502900000.0,501200000.0,518300000.0
Accounts Payable,127300000.0,178800000.0,184300000.0,225100000.0,208400000.0,215900000.0,202200000.0
Deferred Long Term Asset Charges,,15500000.0,,,,21900000.0,
Long Term Investments,,11400000.0,,,,9500000.0,
Minority Interest,3500000.0,2100000.0,1100000.0,600000.0,,,
