,2017-09-30,2018-09-29,2019-09-28,2020-09-26
Intangible Assets,2772300000.0,2398600000.0,1459800000.0,1307500000.0
Capital Surplus,5630800000.0,5671300000.0,5769800000.0,5904800000.0
Total Liab,5194900000.0,4802100000.0,4326400000.0,4488500000.0
Total Stockholder Equity,2784700000.0,2428800000.0,2115700000.0,2705200000.0
Minority Interest,,,,2100000.0
Other Current Liab,238100000.0,230100000.0,235600000.0,311400000.0
Total Assets,7979600000.0,7230900000.0,6442100000.0,7195800000.0
Common Stock,2900000.0,2900000.0,2900000.0,2900000.0
Other Current Assets,22800000.0,34900000.0,37800000.0,50000000.0
Retained Earnings,-2382700000.0,-2494000000.0,-2688700000.0,-1573200000.0
Other Liab,1100500000.0,638500000.0,419800000.0,429300000.0
Good Will,3171200000.0,2533200000.0,2563700000.0,2657900000.0
Treasury Stock,-466300000.0,-751400000.0,-968300000.0,-1629300000.0
Other Assets,80500000.0,87200000.0,95800000.0,424500000.0
Cash,540600000.0,666700000.0,601800000.0,701000000.0
Total Current Liabilities,1865500000.0,1402600000.0,1070100000.0,1239300000.0
Deferred Long Term Asset Charges,9100000.0,12900000.0,17200000.0,15500000.0
Short Long Term Debt,1150800000.0,599700000.0,271400000.0,324900000.0
Other Stockholder Equity,-16200000.0,-25500000.0,-42300000.0,-49700000.0
Property Plant Equipment,472800000.0,478200000.0,470900000.0,572200000.0
Total Current Assets,1478600000.0,1723200000.0,1793100000.0,2222300000.0
Long Term Investments,4200000.0,10500000.0,58800000.0,11400000.0
Net Tangible Assets,-3158800000.0,-2503000000.0,-1907800000.0,-1260200000.0
Net Receivables,533500000.0,579200000.0,648700000.0,1028900000.0
Long Term Debt,2172100000.0,2704600000.0,2783600000.0,2736900000.0
Inventory,331600000.0,384100000.0,444900000.0,395100000.0
Accounts Payable,166600000.0,192200000.0,186500000.0,178800000.0
Deferred Long Term Liab,7100000.0,,,
