,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,95000000.0,-46000000.0,10000000.0,170000000.0
Total Cashflows From Investing Activities,-3710000000.0,-5471000000.0,-3782000000.0,-4224000000.0
Net Borrowings,786000000.0,3081000000.0,948000000.0,2585000000.0
Total Cash From Financing Activities,357000000.0,2938000000.0,859000000.0,2245000000.0
Change To Operating Activities,96000000.0,-186000000.0,-238000000.0,-1088000000.0
Issuance Of Stock,394000000.0,772000000.0,890000000.0,700000000.0
Net Income,1525000000.0,1382000000.0,1343000000.0,1101000000.0
Change In Cash,14000000.0,162000000.0,211000000.0,219000000.0
Total Cash From Operating Activities,3367000000.0,2695000000.0,3134000000.0,2198000000.0
Depreciation,1341000000.0,1438000000.0,1684000000.0,1920000000.0
Other Cashflows From Investing Activities,-211000000.0,-224000000.0,-273000000.0,-288000000.0
Dividends Paid,-803000000.0,-842000000.0,-924000000.0,-975000000.0
Change To Inventory,5000000.0,-20000000.0,6000000.0,-4000000.0
Change To Account Receivables,9000000.0,-140000000.0,23000000.0,-543000000.0
Other Cashflows From Financing Activities,-20000000.0,-73000000.0,-55000000.0,-65000000.0
Change To Netincome,237000000.0,289000000.0,267000000.0,574000000.0
Capital Expenditures,-3533000000.0,-3764000000.0,-3701000000.0,-3936000000.0
