,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,1107500000.0,1096200000.0,1092700000.0,1360700000.0,1317100000.0,1366600000.0,1992900000.0,2002800000.0,1922300000.0
Capital Surplus,1447800000.0,1454100000.0,1470700000.0,1489500000.0,1506800000.0,1517600000.0,1536700000.0,1548800000.0,1563200000.0
Total Liab,6098500000.0,6283000000.0,6401500000.0,6312400000.0,5841700000.0,7528200000.0,7439700000.0,7540600000.0,7400200000.0
Total Stockholder Equity,2694100000.0,2929000000.0,3168400000.0,3318000000.0,3460500000.0,3539200000.0,3584400000.0,3834100000.0,3805000000.0
Minority Interest,40200000.0,37800000.0,41900000.0,39000000.0,38100000.0,15900000.0,16800000.0,17000000.0,16000000.0
Other Current Liab,668400000.0,735900000.0,670000000.0,732800000.0,702100000.0,757800000.0,707100000.0,432400000.0,447800000.0
Total Assets,8832800000.0,9249800000.0,9611800000.0,9669400000.0,9340300000.0,11083300000.0,11040900000.0,11391700000.0,11221200000.0
Common Stock,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0,236600000.0
Other Current Assets,43900000.0,46800000.0,37700000.0,51500000.0,47700000.0,49700000.0,42100000.0,58800000.0,82900000.0
Retained Earnings,4248000000.0,4423100000.0,4185400000.0,4342000000.0,4505700000.0,4677400000.0,4751600000.0,4925500000.0,5078100000.0
Other Liab,570000000.0,616700000.0,550700000.0,691600000.0,685600000.0,671900000.0,588700000.0,725300000.0,693500000.0
Good Will,4322900000.0,4366000000.0,4495800000.0,5089300000.0,5085100000.0,5169200000.0,6258100000.0,6378100000.0,6238700000.0
Treasury Stock,-3238300000.0,-3184800000.0,-2724300000.0,-2750100000.0,-2788600000.0,-2892400000.0,-2940500000.0,-2876800000.0,-3072900000.0
Other Assets,280300000.0,405400000.0,405600000.0,379600000.0,275100000.0,279400000.0,296700000.0,363300000.0,218900000.0
Cash,1347400000.0,1535600000.0,1684600000.0,765900000.0,458100000.0,2025500000.0,224700000.0,200900000.0,223600000.0
Total Current Liabilities,1656400000.0,2391000000.0,2483100000.0,2341700000.0,1875200000.0,1886900000.0,2291300000.0,2343400000.0,2633200000.0
Other Stockholder Equity,-687600000.0,-634400000.0,-177300000.0,-167200000.0,-162700000.0,-261600000.0,-301300000.0,-223600000.0,-420300000.0
Property Plant Equipment,1017200000.0,1070600000.0,1139400000.0,1174800000.0,1215600000.0,1252900000.0,1315900000.0,1383300000.0,1433900000.0
Total Current Assets,2104900000.0,2311600000.0,2478300000.0,1665000000.0,1329500000.0,2890300000.0,1120900000.0,1264200000.0,1353300000.0
Long Term Investments,,,,,117900000.0,124900000.0,56400000.0,95000000.0,54100000.0
Net Tangible Assets,-2736300000.0,-2533200000.0,-2420100000.0,-3132000000.0,-2941700000.0,-2996600000.0,-4666600000.0,-4546800000.0,-4356000000.0
Net Receivables,592500000.0,605900000.0,651900000.0,708800000.0,694000000.0,694600000.0,745700000.0,856800000.0,892900000.0
Long Term Debt,3872100000.0,3275300000.0,3277300000.0,3279100000.0,3280900000.0,4969400000.0,4470100000.0,4471900000.0,4073500000.0
Accounts Payable,149400000.0,159500000.0,159100000.0,173000000.0,171300000.0,192500000.0,211600000.0,187100000.0,190400000.0
Deferred Long Term Asset Charges,,,9200000.0,,,,9000000.0,,
