,2017-09-30,2018-09-29,2019-09-28,2020-10-03
Change To Liabilities,-368000000.0,235000000.0,191000000.0,-2293000000.0
Total Cashflows From Investing Activities,-4111000000.0,-5336000000.0,-4118000000.0,-3637000000.0
Net Borrowings,3703000000.0,-2583000000.0,3677000000.0,11233000000.0
Total Cash From Financing Activities,-8959000000.0,-8843000000.0,-1090000000.0,8480000000.0
Change To Operating Activities,-52000000.0,-927000000.0,932000000.0,-157000000.0
Issuance Of Stock,276000000.0,210000000.0,318000000.0,305000000.0
Net Income,8980000000.0,12598000000.0,11054000000.0,-2864000000.0
Change In Cash,-696000000.0,91000000.0,1300000000.0,12499000000.0
Effect Of Exchange Rate,31000000.0,-25000000.0,-98000000.0,38000000.0
Total Cash From Operating Activities,12343000000.0,14295000000.0,6606000000.0,7618000000.0
Depreciation,2782000000.0,3011000000.0,4167000000.0,5345000000.0
Other Cashflows From Investing Activities,-71000000.0,710000000.0,10659000000.0,385000000.0
Dividends Paid,-2445000000.0,-2515000000.0,-2895000000.0,-1587000000.0
Change To Inventory,-5000000.0,-17000000.0,-223000000.0,14000000.0
Change To Account Receivables,107000000.0,-720000000.0,55000000.0,1943000000.0
Other Cashflows From Financing Activities,-1125000000.0,-378000000.0,-2190000000.0,-1471000000.0
Change To Netincome,691000000.0,-477000000.0,-2971000000.0,5782000000.0
Capital Expenditures,-3623000000.0,-4465000000.0,-4876000000.0,-4022000000.0
Repurchase Of Stock,-9368000000.0,-3577000000.0,,
