,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Total Stockholder Equity,14033000000.0,35175000000.0,33694000000.0,22199000000.0,28280000000.0
Net Tangible Assets,10447000000.0,14991000000.0,18044000000.0,13943000000.0,20024000000.0
Capital Surplus,11262000000.0,33729000000.0,33157000000.0,33208000000.0,
Total Liab,27219000000.0,47887000000.0,55449000000.0,54938000000.0,
Minority Interest,7795000000.0,9878000000.0,9413000000.0,8021000000.0,
Other Current Liab,966000000.0,2154000000.0,3521000000.0,3777000000.0,
Total Assets,49047000000.0,92940000000.0,98556000000.0,85158000000.0,
Common Stock,7000000.0,10000000.0,10000000.0,10000000.0,
Other Current Assets,145000000.0,646000000.0,12028000000.0,12013000000.0,
Retained Earnings,12864000000.0,14755000000.0,15990000000.0,4650000000.0,
Other Liab,4419000000.0,7691000000.0,9181000000.0,9531000000.0,
Good Will,3586000000.0,20184000000.0,15650000000.0,8256000000.0,
Treasury Stock,-10100000000.0,-13319000000.0,-15463000000.0,-15669000000.0,
Other Assets,830000000.0,3777000000.0,3204000000.0,2637000000.0,
Cash,3011000000.0,1687000000.0,1393000000.0,415000000.0,
Total Current Liabilities,10478000000.0,13216000000.0,16948000000.0,15663000000.0,
Deferred Long Term Asset Charges,13000000.0,29000000.0,20000000.0,3000000.0,
Short Long Term Debt,624000000.0,474000000.0,648000000.0,1761000000.0,
Other Stockholder Equity,-231000000.0,-144000000.0,-320000000.0,-512000000.0,
Property Plant Equipment,26443000000.0,45058000000.0,42676000000.0,40556000000.0,
Total Current Assets,13401000000.0,18023000000.0,30458000000.0,28287000000.0,
Long Term Investments,4787000000.0,5898000000.0,6568000000.0,5422000000.0,
Net Receivables,4695000000.0,5853000000.0,7233000000.0,7860000000.0,
Long Term Debt,11959000000.0,26401000000.0,27483000000.0,28154000000.0,
Inventory,5550000000.0,9837000000.0,9804000000.0,7999000000.0,
Accounts Payable,8297000000.0,9366000000.0,11222000000.0,7803000000.0,
Short Term Investments,,,,,
