,2017-09-29,2018-09-28,2019-09-27,2020-10-02,2021-10-01
Investments,3200000.0,-315500000.0,86500000.0,-182900000.0,269900000.0
Change To Liabilities,147800000.0,-126000000.0,-33000000.0,61100000.0,59600000.0
Total Cashflows From Investing Activities,-325900000.0,-1150400000.0,-336900000.0,-581400000.0,-3133200000.0
Net Borrowings,,2238200000.0,2238200000.0,2238200000.0,2238200000.0
Total Cash From Financing Activities,-597400000.0,-993700000.0,-912500000.0,-907700000.0,1677400000.0
Change To Operating Activities,100900000.0,228400000.0,-21700000.0,-80900000.0,75500000.0
Issuance Of Stock,68800000.0,57000000.0,41800000.0,79900000.0,36400000.0
Net Income,1010200000.0,918400000.0,853600000.0,814800000.0,1498300000.0
Change In Cash,533000000.0,-883500000.0,118000000.0,-284600000.0,316200000.0
Repurchase Of Stock,-481500000.0,-807500000.0,-680400000.0,-680600000.0,-250800000.0
Total Cash From Operating Activities,1456300000.0,1260600000.0,1367400000.0,1204500000.0,1772000000.0
Depreciation,254800000.0,290800000.0,337500000.0,330100000.0,368200000.0
Dividends Paid,-214600000.0,-243200000.0,-273900000.0,-307000000.0,-340600000.0
Change To Inventory,-69200000.0,11900000.0,-119600000.0,-190400000.0,-41200000.0
Change To Account Receivables,-37100000.0,-193800000.0,228800000.0,76800000.0,-397700000.0
Other Cashflows From Financing Activities,29900000.0,-5800000.0,-5800000.0,-5800000.0,-5800000.0
Change To Netincome,48900000.0,130900000.0,121800000.0,193000000.0,208200000.0
Capital Expenditures,-303300000.0,-422300000.0,-398400000.0,-389400000.0,-637800000.0
