,2018-04-27,2019-04-26,2020-04-24,2021-04-30,2022-04-29
Investments,-10000000.0,876000000.0,1370000000.0,160000000.0,45000000.0
Change To Liabilities,401000000.0,286000000.0,-63000000.0,182000000.0,565000000.0
Total Cashflows From Investing Activities,-21000000.0,704000000.0,1269000000.0,21000000.0,-561000000.0
Total Cash From Financing Activities,-986000000.0,-2631000000.0,-1960000000.0,444000000.0,-1017000000.0
Change To Operating Activities,116000000.0,-37000000.0,-100000000.0,67000000.0,-139000000.0
Issuance Of Stock,173000000.0,121000000.0,102000000.0,98000000.0,105000000.0
Net Income,116000000.0,1169000000.0,819000000.0,730000000.0,937000000.0
Change In Cash,497000000.0,-616000000.0,335000000.0,1869000000.0,-416000000.0
Repurchase Of Stock,-869000000.0,-2207000000.0,-1490000000.0,-167000000.0,-674000000.0
Effect Of Exchange Rate,26000000.0,-30000000.0,-34000000.0,71000000.0,-49000000.0
Total Cash From Operating Activities,1478000000.0,1341000000.0,1060000000.0,1333000000.0,1211000000.0
Depreciation,162000000.0,161000000.0,154000000.0,166000000.0,161000000.0
Dividends Paid,-214000000.0,-403000000.0,-439000000.0,-427000000.0,-446000000.0
Change To Inventory,36000000.0,-9000000.0,-14000000.0,31000000.0,-90000000.0
Change To Account Receivables,-289000000.0,-185000000.0,238000000.0,62000000.0,-313000000.0
Other Cashflows From Financing Activities,-6000000.0,-6000000.0,-6000000.0,-8000000.0,-2000000.0
Change To Netincome,186000000.0,84000000.0,150000000.0,111000000.0,102000000.0
Capital Expenditures,-145000000.0,-173000000.0,-124000000.0,-162000000.0,-226000000.0
Net Borrowings,-70000000.0,-136000000.0,-127000000.0,948000000.0,
Other Cashflows From Investing Activities,-1000000.0,4000000.0,2000000.0,2000000.0,
