,2017-07-01,2018-06-30,2019-06-29,2020-06-27,2021-07-03,2022-07-02
Investments,748300000.0,478400000.0,-256500000.0,249700000.0,1100000.0,-159700000.0
Change To Liabilities,8400000.0,-77300000.0,-39800000.0,-91700000.0,307300000.0,86400000.0
Total Cashflows From Investing Activities,593000000.0,-2164800000.0,-574200000.0,44300000.0,-91000000.0,-253600000.0
Net Borrowings,712200000.0,-800000.0,-700000.0,700000000.0,-711500000.0,98500000.0
Total Cash From Financing Activities,369500000.0,-250700000.0,-485600000.0,5900000.0,-666000000.0,-1778100000.0
Change To Operating Activities,-55500000.0,222500000.0,-153800000.0,8100000.0,-99600000.0,-45500000.0
Issuance Of Stock,70400000.0,165700000.0,35300000.0,4300000.0,61200000.0,74700000.0
Net Income,591000000.0,397500000.0,643400000.0,-652100000.0,834200000.0,856300000.0
Change In Cash,1813900000.0,-1429500000.0,-274200000.0,457100000.0,581400000.0,-1217900000.0
Repurchase Of Stock,-21500000.0,-31500000.0,-127000000.0,-314900000.0,-7500000.0,-1630600000.0
Effect Of Exchange Rate,-2400000.0,-11500000.0,-6800000.0,-100000.0,14700000.0,-39400000.0
Total Cash From Operating Activities,853800000.0,997500000.0,792400000.0,407000000.0,1323700000.0,853200000.0
Depreciation,212800000.0,260300000.0,268200000.0,248300000.0,218700000.0,195300000.0
Dividends Paid,-378000000.0,-384100000.0,-390700000.0,-380300000.0,-264400000.0,-264400000.0
Change To Inventory,-20000000.0,30400000.0,-104700000.0,-58600000.0,32200000.0,-311700000.0
Change To Account Receivables,-29400000.0,-5600000.0,25700000.0,61900000.0,-9600000.0,-96000000.0
Other Cashflows From Financing Activities,-13600000.0,-2500000.0,-2500000.0,-3200000.0,-8200000.0,-56300000.0
Change To Netincome,146500000.0,169700000.0,153400000.0,891100000.0,40500000.0,168400000.0
Capital Expenditures,-283100000.0,-267400000.0,-274200000.0,-205400000.0,-116000000.0,-93900000.0
