,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,771000.0,-190816000.0,-190816000.0,-190816000.0
Change To Liabilities,39582000.0,187377000.0,37950000.0,105812000.0
Total Cashflows From Investing Activities,-48046000.0,34874000.0,-71937000.0,-241791000.0
Net Borrowings,500000000.0,500000000.0,486875000.0,262618000.0
Total Cash From Financing Activities,-267543000.0,-626483000.0,-36667000.0,-779038000.0
Change To Operating Activities,67505000.0,12624000.0,4998000.0,-17466000.0
Net Income,303972000.0,507885000.0,563648000.0,601822000.0
Change In Cash,97668000.0,14674000.0,602391000.0,-206046000.0
Repurchase Of Stock,-150461000.0,-949888000.0,-292075000.0,-778519000.0
Effect Of Exchange Rate,9099000.0,-6479000.0,1472000.0,3674000.0
Total Cash From Operating Activities,404158000.0,612762000.0,709523000.0,811109000.0
Depreciation,74587000.0,67427000.0,87261000.0,87903000.0
Dividends Paid,-119717000.0,-170938000.0,-222922000.0,-246444000.0
Change To Account Receivables,-105593000.0,-153942000.0,-25923000.0,-57606000.0
Other Cashflows From Financing Activities,-6262000.0,-6262000.0,-11781000.0,-16693000.0
Change To Netincome,18378000.0,-15573000.0,38319000.0,42123000.0
Capital Expenditures,-33177000.0,-30257000.0,-29116000.0,-21826000.0
Issuance Of Stock,2635000.0,605000.0,3236000.0,
Other Cashflows From Investing Activities,34874000.0,34874000.0,,
