,2017-12-30,2018-12-29,2019-12-28,2021-01-02
Change To Liabilities,71806000.0,165788000.0,-67390000.0,-32641000.0
Total Cashflows From Investing Activities,-104513000.0,-418651000.0,-109660000.0,-41082000.0
Net Borrowings,100074000.0,34835000.0,-598527000.0,572324000.0
Total Cash From Financing Activities,-585768000.0,-200497000.0,-824010000.0,142169000.0
Change To Operating Activities,160292000.0,-58269000.0,-120210000.0,59262000.0
Net Income,73881000.0,539666000.0,600720000.0,-75579000.0
Change In Cash,-38679000.0,34166000.0,-125809000.0,580680000.0
Repurchase Of Stock,-415480000.0,-200269000.0,-200269000.0,-200269000.0
Effect Of Exchange Rate,-4116000.0,9912000.0,4429000.0,31124000.0
Total Cash From Operating Activities,655718000.0,643402000.0,803432000.0,448469000.0
Depreciation,122487000.0,131796000.0,130967000.0,132446000.0
Other Cashflows From Investing Activities,11772000.0,11772000.0,11772000.0,11982000.0
Dividends Paid,-219903000.0,-216316000.0,-216958000.0,-210385000.0
Change To Inventory,23748000.0,-202019000.0,147330000.0,-136057000.0
Change To Account Receivables,-31656000.0,10269000.0,45157000.0,-6945000.0
Other Cashflows From Financing Activities,-50459000.0,-19016000.0,-8525000.0,-19501000.0
Change To Netincome,224766000.0,46893000.0,56127000.0,496418000.0
Capital Expenditures,-87008000.0,-86293000.0,-101084000.0,-53735000.0
