,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1943200000.0,1754700000.0,1619600000.0,1766500000.0
Capital Surplus,2623700000.0,2660200000.0,2691300000.0,2713300000.0
Total Liab,2145700000.0,2070600000.0,1758300000.0,3167600000.0
Total Stockholder Equity,3110600000.0,3241000000.0,3355600000.0,3348900000.0
Other Current Liab,180200000.0,97600000.0,109700000.0,994600000.0
Total Assets,5265700000.0,5321000000.0,5113900000.0,6516500000.0
Common Stock,1200000.0,1200000.0,1200000.0,1200000.0
Other Current Assets,9400000.0,15200000.0,15800000.0,838600000.0
Retained Earnings,993300000.0,1288200000.0,1512600000.0,1809800000.0
Other Liab,573800000.0,559100000.0,562400000.0,587000000.0
Good Will,2707400000.0,2691400000.0,2682100000.0,2895100000.0
Treasury Stock,-507600000.0,-708600000.0,-849500000.0,-1175400000.0
Other Assets,18900000.0,28400000.0,43000000.0,51800000.0
Cash,143500000.0,275100000.0,229300000.0,245400000.0
Total Current Liabilities,334000000.0,595900000.0,281600000.0,1313300000.0
Short Long Term Debt,,299800000.0,,68700000.0
Other Stockholder Equity,50700000.0,11500000.0,37600000.0,75000000.0
Property Plant Equipment,78800000.0,76600000.0,100400000.0,193600000.0
Total Current Assets,434700000.0,683700000.0,607600000.0,1566800000.0
Long Term Investments,82700000.0,86200000.0,61200000.0,42700000.0
Net Tangible Assets,-1540000000.0,-1205100000.0,-946100000.0,-1312700000.0
Short Term Investments,47300000.0,35700000.0,71000000.0,92400000.0
Net Receivables,234500000.0,357700000.0,291500000.0,390400000.0
Long Term Debt,1237900000.0,915600000.0,867600000.0,1135200000.0
Accounts Payable,43200000.0,12800000.0,21000000.0,28500000.0
Minority Interest,9400000.0,9400000.0,,
