,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Other Current Liab,502200000.0,540900000.0,32100000.0,457700000.0,478200000.0,495900000.0,32900000.0,493300000.0
Other Current Assets,5900000.0,5200000.0,5300000.0,500000.0,1900000.0,7700000.0,3700000.0,1400000.0
Other Assets,520100000.0,535400000.0,481900000.0,465500000.0,469000000.0,462600000.0,445400000.0,449600000.0
Property Plant Equipment,1235900000.0,1250100000.0,1301400000.0,1281600000.0,1308100000.0,1309500000.0,1326500000.0,1347200000.0
Long Term Investments,,,25400000.0,30700000.0,39800000.0,46100000.0,45800000.0,30100000.0
Net Receivables,600400000.0,663900000.0,681700000.0,691500000.0,745700000.0,767300000.0,734000000.0,776100000.0
Long Term Debt,3665300000.0,3684800000.0,3707500000.0,3684200000.0,3690000000.0,3295200000.0,3200400000.0,3670600000.0
Intangible Assets,171800000.0,167600000.0,171000000.0,164200000.0,162100000.0,157400000.0,152600000.0,
Capital Surplus,2070900000.0,2082700000.0,2093000000.0,2090800000.0,2103700000.0,2113000000.0,2123400000.0,
Total Liab,5826400000.0,5803700000.0,5911300000.0,5817300000.0,5912800000.0,6032100000.0,5980600000.0,
Total Stockholder Equity,-70100000.0,24500000.0,172500000.0,101400000.0,93800000.0,127700000.0,248700000.0,
Total Assets,5756300000.0,5828200000.0,6083800000.0,5918700000.0,6006600000.0,6159800000.0,6229300000.0,
Common Stock,23200000.0,23200000.0,23200000.0,23200000.0,23200000.0,23200000.0,23200000.0,
Retained Earnings,2175100000.0,2283800000.0,2400700000.0,2485600000.0,2562800000.0,2640100000.0,2790700000.0,
Other Liab,720300000.0,725900000.0,759300000.0,736000000.0,746300000.0,743600000.0,709200000.0,
Good Will,2196400000.0,2207700000.0,2222600000.0,2217200000.0,2220900000.0,2213300000.0,2189400000.0,
Treasury Stock,-4339300000.0,-4365200000.0,-4344400000.0,-4498200000.0,-4595900000.0,-4648600000.0,-4688600000.0,
Cash,289700000.0,316800000.0,548700000.0,370000000.0,273100000.0,393700000.0,561000000.0,
Total Current Liabilities,1354700000.0,1313200000.0,1367400000.0,1326400000.0,1405900000.0,1925400000.0,2007300000.0,
Deferred Long Term Asset Charges,236100000.0,246300000.0,187100000.0,172900000.0,179300000.0,172100000.0,138400000.0,
Short Long Term Debt,11300000.0,11800000.0,11800000.0,11800000.0,11700000.0,476900000.0,477000000.0,
Other Stockholder Equity,-993000000.0,-998900000.0,-963500000.0,-969600000.0,-944800000.0,-967600000.0,-933900000.0,
Total Current Assets,1632100000.0,1667400000.0,1881500000.0,1759500000.0,1806700000.0,1970900000.0,2069600000.0,
Net Tangible Assets,-2438300000.0,-2350800000.0,-2221100000.0,-2280000000.0,-2289200000.0,-2243000000.0,-2093300000.0,
Inventory,638200000.0,630900000.0,596700000.0,652300000.0,730700000.0,741000000.0,725700000.0,
Accounts Payable,724100000.0,718800000.0,754200000.0,814000000.0,880700000.0,918300000.0,959900000.0,
