,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,422228000.0,417080000.0,415563000.0,441640000.0,626586000.0,613366000.0,597300000.0,629200000.0,655000000.0
Capital Surplus,772669000.0,778469000.0,775153000.0,781427000.0,785674000.0,790629000.0,795600000.0,802200000.0,809100000.0
Total Liab,1812555000.0,1829066000.0,1874072000.0,1850716000.0,2110133000.0,2128296000.0,2114100000.0,2100800000.0,2124800000.0
Total Stockholder Equity,2261037000.0,2396529000.0,2540203000.0,2609926000.0,2672796000.0,2726245000.0,2803100000.0,2899000000.0,2788200000.0
Minority Interest,,,123000.0,89000.0,68000.0,38000.0,,-100000.0,-200000.0
Other Current Liab,131449000.0,122057000.0,91238000.0,61773000.0,108417000.0,113607000.0,118700000.0,108300000.0,133500000.0
Total Assets,4073592000.0,4225595000.0,4414398000.0,4460731000.0,4782997000.0,4854579000.0,4917200000.0,4999700000.0,4912800000.0
Common Stock,899000.0,899000.0,901000.0,901000.0,901000.0,901000.0,900000.0,900000.0,900000.0
Other Current Assets,55716000.0,65152000.0,48324000.0,46573000.0,62761000.0,56161000.0,50500000.0,108400000.0,110400000.0
Retained Earnings,2712312000.0,2778130000.0,2841546000.0,2954254000.0,2974163000.0,3048856000.0,3126500000.0,3266500000.0,3313800000.0
Other Liab,272300000.0,281748000.0,336410000.0,336531000.0,377996000.0,372183000.0,350400000.0,345300000.0,325900000.0
Good Will,1842730000.0,1863577000.0,1895574000.0,1928665000.0,2210570000.0,2197084000.0,2167700000.0,2213500000.0,2238600000.0
Treasury Stock,-1224843000.0,-1160969000.0,-1077397000.0,-1126656000.0,-1087942000.0,-1114141000.0,-1119900000.0,-1170600000.0,-1335600000.0
Other Assets,21449000.0,24547000.0,41171000.0,31987000.0,34130000.0,35217000.0,39700000.0,38700000.0,36100000.0
Cash,746348000.0,877758000.0,1025851000.0,958142000.0,714380000.0,806497000.0,855400000.0,733200000.0,557800000.0
Total Current Liabilities,401307000.0,409699000.0,399058000.0,377513000.0,450359000.0,469108000.0,480000000.0,468300000.0,513800000.0
Other Stockholder Equity,-129555000.0,-81249000.0,-13525000.0,-60555000.0,-29223000.0,-57086000.0,-69600000.0,-88500000.0,-169800000.0
Property Plant Equipment,389935000.0,399639000.0,404859000.0,407295000.0,418022000.0,425551000.0,434500000.0,437000000.0,431800000.0
Total Current Assets,1397250000.0,1520752000.0,1657231000.0,1651144000.0,1493689000.0,1583361000.0,1678000000.0,1681300000.0,1551300000.0
Net Tangible Assets,-3921000.0,115872000.0,229066000.0,239621000.0,-164360000.0,-84205000.0,38100000.0,56300000.0,-105400000.0
Net Receivables,270255000.0,275432000.0,293146000.0,341793000.0,356469000.0,366779000.0,356400000.0,411200000.0,425700000.0
Long Term Debt,1044445000.0,1044112000.0,1044354000.0,1044589000.0,1189828000.0,1190078000.0,1190300000.0,1190600000.0,1190900000.0
Inventory,324931000.0,302410000.0,289910000.0,304636000.0,360079000.0,353924000.0,370400000.0,428500000.0,457400000.0
Accounts Payable,137413000.0,134782000.0,151993000.0,171379000.0,178796000.0,175864000.0,178800000.0,210200000.0,214400000.0
Deferred Long Term Asset Charges,,,2424000.0,,,,4300000.0,,
Short Term Investments,,,,,,,45300000.0,,
Short Long Term Debt,228000.0,150000.0,88000.0,46000.0,41000.0,35000.0,,,
