,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,29800000.0,36100000.0,221800000.0,-242400000.0,10100000.0,25500000.0,151700000.0,-157200000.0
Total Cashflows From Investing Activities,-267800000.0,-428700000.0,-503800000.0,-475200000.0,-443000000.0,-430900000.0,-564700000.0,-531300000.0
Net Borrowings,56600000.0,-169500000.0,78200000.0,965400000.0,-221900000.0,-288500000.0,383100000.0,399900000.0
Total Cash From Financing Activities,-62300000.0,-285100000.0,-45000000.0,840900000.0,-233800000.0,-413600000.0,249900000.0,262200000.0
Change To Operating Activities,-30300000.0,-25100000.0,-53700000.0,-367400000.0,6200000.0,-118700000.0,-81500000.0,-47500000.0
Net Income,133400000.0,364500000.0,51000000.0,191600000.0,185300000.0,449400000.0,53400000.0,122500000.0
Change In Cash,-128200000.0,185400000.0,-216700000.0,337100000.0,-423600000.0,-33100000.0,900000.0,-4000000.0
Total Cash From Operating Activities,201900000.0,899200000.0,332100000.0,-28600000.0,253200000.0,811400000.0,315700000.0,265100000.0
Depreciation,236200000.0,232800000.0,236500000.0,232600000.0,231700000.0,240900000.0,242600000.0,244800000.0
Other Cashflows From Investing Activities,13400000.0,-6200000.0,-1600000.0,-7500000.0,-19600000.0,72700000.0,13100000.0,-6600000.0
Dividends Paid,-114500000.0,-114600000.0,-121400000.0,-121400000.0,-122600000.0,-122700000.0,-131200000.0,-131300000.0
Change To Inventory,-21300000.0,8400000.0,7700000.0,12400000.0,-45700000.0,-6700000.0,-21600000.0,-45800000.0
Change To Account Receivables,-158000000.0,46800000.0,63700000.0,26300000.0,-129200000.0,63300000.0,109500000.0,29800000.0
Other Cashflows From Financing Activities,-4400000.0,-1000000.0,-1800000.0,-3100000.0,-1800000.0,-2400000.0,-2700000.0,-6400000.0
Change To Netincome,60700000.0,65000000.0,-15600000.0,22100000.0,16000000.0,44400000.0,-16600000.0,3500000.0
Capital Expenditures,-281200000.0,-422500000.0,-502200000.0,-467700000.0,-423400000.0,-503600000.0,-577800000.0,-524700000.0
Issuance Of Stock,,112500000.0,112500000.0,112500000.0,112500000.0,700000.0,700000.0,
