,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30
Investments,-496247000.0,371998000.0,763556000.0,-21495000.0,-290918000.0
Change To Liabilities,46278000.0,121235000.0,-22237000.0,141610000.0,80537000.0
Total Cashflows From Investing Activities,-560886000.0,291618000.0,-1180982000.0,-258874000.0,-500404000.0
Net Borrowings,-130000000.0,-697557000.0,1181311000.0,20799000.0,-29657000.0
Total Cash From Financing Activities,-472805000.0,-1270103000.0,-360005000.0,-1299635000.0,-1497881000.0
Change To Operating Activities,5497000.0,327144000.0,-98394000.0,-35796000.0,149405000.0
Issuance Of Stock,45359000.0,61444000.0,64828000.0,75634000.0,86098000.0
Net Income,926076000.0,802265000.0,1175617000.0,1216785000.0,2078292000.0
Change In Cash,44563000.0,251331000.0,-388388000.0,218415000.0,200201000.0
Repurchase Of Stock,-44171000.0,-231925000.0,-1132719000.0,-875344000.0,-994969000.0
Effect Of Exchange Rate,-1411000.0,696000.0,-33000.0,-1926000.0,13460000.0
Total Cash From Operating Activities,1079665000.0,1229120000.0,1152632000.0,1778850000.0,2185026000.0
Depreciation,57836000.0,62684000.0,233224000.0,348049000.0,329435000.0
Other Cashflows From Investing Activities,-432000.0,3970000.0,4243000.0,5439000.0,3454000.0
Dividends Paid,-335393000.0,-395665000.0,-469363000.0,-522421000.0,-559353000.0
Change To Inventory,-46549000.0,-179605000.0,-59561000.0,-74817000.0,-270100000.0
Change To Account Receivables,39750000.0,-76033000.0,-146151000.0,-118362000.0,-203155000.0
Change To Netincome,50777000.0,171430000.0,70134000.0,301381000.0,20612000.0
Capital Expenditures,-38594000.0,-66947000.0,-130498000.0,-152675000.0,-231628000.0
Other Cashflows From Financing Activities,-1162000.0,-1162000.0,-1162000.0,1697000.0,
