,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Capital Surplus,8622000000.0,8677000000.0,8822000000.0,8982000000.0,9049000000.0,9118000000.0,9220000000.0,9348000000.0
Total Liab,148402000000.0,152620000000.0,160016000000.0,160235000000.0,166017000000.0,165019000000.0,170294000000.0,162515000000.0
Total Stockholder Equity,6500000000.0,6067000000.0,5867000000.0,5502000000.0,5686000000.0,5707000000.0,5685000000.0,5010000000.0
Deferred Long Term Liab,2803000000.0,2740000000.0,2838000000.0,2990000000.0,2952000000.0,3038000000.0,3097000000.0,2928000000.0
Total Assets,154902000000.0,158687000000.0,165883000000.0,165737000000.0,171703000000.0,170726000000.0,175979000000.0,167525000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,4999000000.0,6024000000.0,6783000000.0,6893000000.0,7228000000.0,6939000000.0,7255000000.0,2809000000.0
Retained Earnings,15510000000.0,15241000000.0,15292000000.0,15600000000.0,16057000000.0,16955000000.0,17525000000.0,18153000000.0
Other Liab,134541000000.0,138034000000.0,147030000000.0,149673000000.0,153850000000.0,153095000000.0,157309000000.0,157935000000.0
Treasury Stock,-17635000000.0,-17854000000.0,-18250000000.0,-19083000000.0,-19423000000.0,-20369000000.0,-21063000000.0,-22494000000.0
Other Assets,95970000000.0,96748000000.0,102490000000.0,107204000000.0,110062000000.0,108428000000.0,107943000000.0,105860000000.0
Cash,7703000000.0,7668000000.0,6751000000.0,5462000000.0,7121000000.0,7736000000.0,7127000000.0,6623000000.0
Total Current Liabilities,9537000000.0,9852000000.0,9974000000.0,7728000000.0,9334000000.0,9093000000.0,9891000000.0,2250000000.0
Other Stockholder Equity,394000000.0,516000000.0,629000000.0,317000000.0,460000000.0,99000000.0,3000000.0,-895000000.0
Total Current Assets,21029000000.0,23099000000.0,23108000000.0,21396000000.0,23796000000.0,31780000000.0,31839000000.0,25625000000.0
Long Term Investments,37903000000.0,38840000000.0,37431000000.0,37137000000.0,37845000000.0,30518000000.0,32710000000.0,36040000000.0
Net Tangible Assets,6500000000.0,6067000000.0,3874000000.0,5502000000.0,5686000000.0,5707000000.0,3117000000.0,5010000000.0
Net Receivables,7295000000.0,7392000000.0,7819000000.0,8038000000.0,8030000000.0,15920000000.0,16205000000.0,16193000000.0
Long Term Debt,4273000000.0,4687000000.0,2787000000.0,2788000000.0,2789000000.0,2790000000.0,2792000000.0,2293000000.0
Accounts Payable,1650000000.0,1770000000.0,1998000000.0,1832000000.0,2034000000.0,2146000000.0,2527000000.0,2050000000.0
Intangible Assets,,,817000000.0,,,,1110000000.0,
Other Current Liab,6655000000.0,6948000000.0,6959000000.0,5210000000.0,6542000000.0,6271000000.0,6612000000.0,
Good Will,,,1176000000.0,,,,1458000000.0,
Deferred Long Term Asset Charges,,,880000000.0,,,,1088000000.0,
Short Long Term Debt,1032000000.0,934000000.0,734000000.0,486000000.0,558000000.0,476000000.0,468000000.0,
Property Plant Equipment,,,861000000.0,,,,919000000.0,
