,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-63029000.0,11932000.0,-76511000.0,19129000.0
Change To Liabilities,3077000.0,871000.0,3048000.0,10410000.0
Total Cashflows From Investing Activities,-134060000.0,-14740000.0,-167112000.0,-39177000.0
Total Cash From Financing Activities,-31325000.0,-34559000.0,-48050000.0,-71557000.0
Change To Operating Activities,14852000.0,9823000.0,4741000.0,35472000.0
Issuance Of Stock,2851000.0,13665000.0,19927000.0,22586000.0
Net Income,65203000.0,105268000.0,108839000.0,164375000.0
Change In Cash,-29939000.0,89944000.0,258000.0,161995000.0
Effect Of Exchange Rate,1625000.0,-2208000.0,-883000.0,4926000.0
Total Cash From Operating Activities,133821000.0,141451000.0,216303000.0,267803000.0
Depreciation,16101000.0,12311000.0,14867000.0,19186000.0
Other Cashflows From Investing Activities,-5261000.0,-4146000.0,-3082000.0,-2696000.0
Dividends Paid,-33926000.0,-47475000.0,-67294000.0,-88786000.0
Change To Inventory,-27795000.0,-37060000.0,8865000.0,-29503000.0
Change To Account Receivables,-3785000.0,-18079000.0,2512000.0,-14123000.0
Other Cashflows From Financing Activities,-250000.0,-749000.0,-683000.0,-5357000.0
Change To Netincome,36821000.0,61394000.0,74786000.0,81239000.0
Capital Expenditures,-65770000.0,-22526000.0,-95806000.0,-55639000.0
