,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Total Liab,130562000.0,153339000.0,182884000.0,241904000.0
Total Stockholder Equity,522007000.0,640093000.0,773491000.0,966587000.0
Other Current Liab,23759000.0,34509000.0,38941000.0,56169000.0
Total Assets,652569000.0,793432000.0,956375000.0,1208491000.0
Common Stock,376586000.0,450908000.0,549517000.0,657701000.0
Other Current Assets,7433000.0,2768000.0,9124000.0,16034000.0
Retained Earnings,143608000.0,194728000.0,229450000.0,298746000.0
Other Liab,64645000.0,72900000.0,83556000.0,93242000.0
Good Will,6571000.0,6571000.0,6571000.0,6571000.0
Treasury Stock,1813000.0,-5543000.0,-5476000.0,10140000.0
Other Assets,45985000.0,52809000.0,60282000.0,68414000.0
Cash,82759000.0,172704000.0,172960000.0,334944000.0
Total Current Liabilities,65917000.0,80439000.0,98225000.0,146969000.0
Deferred Long Term Asset Charges,15917000.0,16830000.0,17193000.0,18556000.0
Other Stockholder Equity,1813000.0,-5543000.0,-5476000.0,10140000.0
Property Plant Equipment,144636000.0,150001000.0,231178000.0,285247000.0
Total Current Assets,449170000.0,580810000.0,655206000.0,841998000.0
Long Term Investments,5256000.0,3241000.0,3138000.0,6261000.0
Net Tangible Assets,514485000.0,633522000.0,766920000.0,960016000.0
Short Term Investments,216331000.0,204577000.0,282437000.0,260169000.0
Net Receivables,40624000.0,60952000.0,55194000.0,68757000.0
Inventory,99281000.0,136384000.0,127500000.0,157062000.0
Accounts Payable,22813000.0,22678000.0,27271000.0,38169000.0
Intangible Assets,951000.0,111000.0,,
