,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,-24469000.0,-5790000.0,11035000.0,57488000.0,13355000.0
Total Cashflows From Investing Activities,-154175000.0,-101375000.0,-455107000.0,-162395000.0,-98965000.0
Net Borrowings,291500000.0,291500000.0,291500000.0,-88500000.0,-48000000.0
Total Cash From Financing Activities,-130263000.0,-175412000.0,111686000.0,-281273000.0,-290159000.0
Change To Operating Activities,-1810000.0,-13184000.0,-24024000.0,13609000.0,-32770000.0
Net Income,179124000.0,231663000.0,203347000.0,260824000.0,350687000.0
Change In Cash,-35735000.0,8435000.0,-21209000.0,4201000.0,6824000.0
Repurchase Of Stock,-8246000.0,-9541000.0,-10009000.0,-8275000.0,-10694000.0
Effect Of Exchange Rate,13333000.0,-14179000.0,2639000.0,12084000.0,-5857000.0
Total Cash From Operating Activities,235370000.0,299401000.0,319573000.0,435785000.0,401805000.0
Depreciation,56580000.0,66792000.0,81111000.0,88329000.0,94205000.0
Other Cashflows From Investing Activities,-195000.0,390000.0,222000.0,252000.0,-111000.0
Dividends Paid,-98932703.0,-123179032.0,-138948645.0,-116717818.0,-154809000.0
Change To Inventory,-837000.0,-374000.0,-2151000.0,-10706000.0,2644000.0
Change To Account Receivables,-13661000.0,-12549000.0,-20151000.0,-12045000.0,-22439000.0
Other Cashflows From Financing Activities,-13129000.0,-13129000.0,-15969000.0,-24011000.0,-22809000.0
Change To Netincome,40443000.0,32843000.0,70406000.0,38286000.0,-3877000.0
Capital Expenditures,-24680000.0,-27179000.0,-27146000.0,-23229000.0,-27194000.0
