,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,838000000.0,859000000.0,744000000.0,623000000.0,505000000.0,514000000.0
Capital Surplus,46688000000.0,47805000000.0,48910000000.0,50018000000.0,51160000000.0,52845000000.0
Total Liab,33067000000.0,29244000000.0,28706000000.0,31026000000.0,29866000000.0,32382000000.0
Total Stockholder Equity,105304000000.0,110447000000.0,117731000000.0,128290000000.0,133657000000.0,138227000000.0
Other Current Liab,959000000.0,993000000.0,1829000000.0,9964000000.0,1388000000.0,1340000000.0
Total Assets,138371000000.0,139691000000.0,146437000000.0,159316000000.0,163523000000.0,170609000000.0
Other Current Assets,137000000.0,308000000.0,222000000.0,241000000.0,257000000.0,201000000.0
Retained Earnings,59160000000.0,62784000000.0,68513000000.0,77345000000.0,82343000000.0,85097000000.0
Other Liab,8063000000.0,7879000000.0,6655000000.0,5945000000.0,6101000000.0,6059000000.0
Good Will,18811000000.0,19029000000.0,19031000000.0,19050000000.0,19056000000.0,19219000000.0
Treasury Stock,-544000000.0,-142000000.0,308000000.0,927000000.0,154000000.0,285000000.0
Other Assets,2887000000.0,3238000000.0,2969000000.0,2758000000.0,2376000000.0,2352000000.0
Cash,23618000000.0,21045000000.0,11617000000.0,17576000000.0,19513000000.0,16186000000.0
Total Current Liabilities,15069000000.0,11308000000.0,11944000000.0,14981000000.0,12717000000.0,14874000000.0
Other Stockholder Equity,-544000000.0,-142000000.0,308000000.0,927000000.0,154000000.0,285000000.0
Property Plant Equipment,46486000000.0,48435000000.0,51730000000.0,54981000000.0,57922000000.0,61434000000.0
Total Current Assets,69349000000.0,68130000000.0,65799000000.0,75670000000.0,77322000000.0,80697000000.0
Long Term Investments,,,6164000000.0,6234000000.0,6342000000.0,6393000000.0
Net Tangible Assets,85655000000.0,90559000000.0,97956000000.0,108617000000.0,114096000000.0,118494000000.0
Short Term Investments,36671000000.0,37195000000.0,44003000000.0,44378000000.0,44706000000.0,47894000000.0
Net Receivables,7289000000.0,7483000000.0,8024000000.0,11335000000.0,10276000000.0,11698000000.0
Accounts Payable,829000000.0,920000000.0,1106000000.0,1331000000.0,878000000.0,973000000.0
Common Stock,,,,,,
