,2017-09-30,2018-09-30,2019-09-30,2020-09-30
Investments,-410000000.0,217900000.0,2700000.0,-951900000.0
Change To Liabilities,163800000.0,-277700000.0,-41800000.0,-31900000.0
Total Cashflows From Investing Activities,2338600000.0,-1623000000.0,-2113400000.0,-3560000000.0
Net Borrowings,-1280100000.0,-496700000.0,-424700000.0,4434300000.0
Total Cash From Financing Activities,-1971400000.0,-1359800000.0,-1370500000.0,3284700000.0
Change To Operating Activities,-48600000.0,119300000.0,88500000.0,-46200000.0
Issuance Of Stock,68400000.0,76200000.0,68100000.0,34100000.0
Net Income,3000400000.0,1497800000.0,1760000000.0,1886700000.0
Change In Cash,1942800000.0,-482300000.0,-542600000.0,3004300000.0
Effect Of Exchange Rate,13400000.0,-33900000.0,-28600000.0,14900000.0
Total Cash From Operating Activities,1562200000.0,2534400000.0,2969900000.0,3264700000.0
Depreciation,865800000.0,970700000.0,1082800000.0,1185000000.0
Other Cashflows From Investing Activities,3754000000.0,24100000.0,-14300000.0,3900000.0
Dividends Paid,-787900000.0,-897800000.0,-994000000.0,-1103600000.0
Change To Inventory,6400000.0,-64200000.0,-3000000.0,-5200000.0
Change To Account Receivables,-73600000.0,-42800000.0,-69000000.0,43200000.0
Other Cashflows From Financing Activities,28200000.0,-41500000.0,-19900000.0,-80100000.0
Change To Netincome,-2352000000.0,331300000.0,152400000.0,233100000.0
Capital Expenditures,-1039700000.0,-1568400000.0,-1989700000.0,-2509000000.0
