,2020-06-27,2020-09-26,2020-12-31,2021-04-03,2021-07-03,2021-10-02,2021-12-31,2022-04-02
Net Receivables,487000000.0,623000000.0,558000000.0,528000000.0,631000000.0,686000000.0,782000000.0,838000000.0
Other Current Assets,23000000.0,46000000.0,24000000.0,43000000.0,32000000.0,23000000.0,35000000.0,46000000.0
Long Term Investments,,80000000.0,77000000.0,91000000.0,93000000.0,91000000.0,101000000.0,131000000.0
Other Assets,289000000.0,170000000.0,226000000.0,214000000.0,218000000.0,196000000.0,288000000.0,322000000.0
Short Long Term Debt,250000000.0,498000000.0,381000000.0,151000000.0,64000000.0,68000000.0,84000000.0,188000000.0
Other Current Liab,407000000.0,442000000.0,586000000.0,529000000.0,547000000.0,518000000.0,610000000.0,652000000.0
Intangible Assets,242000000.0,427000000.0,402000000.0,376000000.0,372000000.0,456000000.0,469000000.0,
Capital Surplus,350000000.0,372000000.0,395000000.0,405000000.0,427000000.0,447000000.0,462000000.0,
Total Liab,2804000000.0,3314000000.0,3231000000.0,3000000000.0,3004000000.0,3049000000.0,3231000000.0,
Total Stockholder Equity,1803000000.0,1931000000.0,2144000000.0,2411000000.0,2589000000.0,2816000000.0,2984000000.0,
Deferred Long Term Liab,,,23000000.0,,,,28000000.0,
Total Assets,4607000000.0,5245000000.0,5375000000.0,5411000000.0,5593000000.0,5865000000.0,6215000000.0,
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,
Retained Earnings,2421000000.0,2537000000.0,2736000000.0,2964000000.0,3183000000.0,3382000000.0,3573000000.0,
Other Liab,291000000.0,320000000.0,341000000.0,359000000.0,376000000.0,396000000.0,387000000.0,
Good Will,2621000000.0,2998000000.0,2988000000.0,2989000000.0,2989000000.0,3194000000.0,3265000000.0,
Treasury Stock,-969000000.0,-979000000.0,-988000000.0,-959000000.0,-1022000000.0,-1014000000.0,-1052000000.0,
Cash,63000000.0,39000000.0,168000000.0,177000000.0,318000000.0,307000000.0,332000000.0,
Total Current Liabilities,1389000000.0,1765000000.0,1851000000.0,1546000000.0,1550000000.0,1581000000.0,1800000000.0,
Deferred Long Term Asset Charges,123000000.0,84000000.0,139000000.0,133000000.0,131000000.0,106000000.0,192000000.0,
Other Stockholder Equity,-58000000.0,-62000000.0,-69000000.0,-40000000.0,-38000000.0,-28000000.0,-29000000.0,
Property Plant Equipment,361000000.0,378000000.0,409000000.0,398000000.0,395000000.0,404000000.0,403000000.0,
Total Current Assets,1094000000.0,1192000000.0,1273000000.0,1343000000.0,1526000000.0,1524000000.0,1689000000.0,
Net Tangible Assets,-1060000000.0,-1494000000.0,-1246000000.0,-954000000.0,-772000000.0,-834000000.0,-750000000.0,
Long Term Debt,1019000000.0,1119000000.0,910000000.0,973000000.0,960000000.0,952000000.0,923000000.0,
Inventory,513000000.0,484000000.0,511000000.0,528000000.0,485000000.0,438000000.0,491000000.0,
Accounts Payable,503000000.0,546000000.0,601000000.0,573000000.0,597000000.0,609000000.0,700000000.0,
