,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31
Intangible Assets,3925700000.0,3941300000.0,3846100000.0,3456900000.0,3389600000.0,3142400000.0
Capital Surplus,7759900000.0,7787900000.0,7830200000.0,7870800000.0,7918400000.0,7963000000.0
Total Liab,8007300000.0,7626700000.0,7592000000.0,7965000000.0,7665800000.0,7575600000.0
Total Stockholder Equity,8108400000.0,8592900000.0,8529400000.0,8691400000.0,8915700000.0,8908000000.0
Minority Interest,13200000.0,14000000.0,13800000.0,13200000.0,13100000.0,12900000.0
Other Current Liab,945900000.0,965400000.0,980400000.0,1230100000.0,1156100000.0,1141800000.0
Total Assets,16128900000.0,16233600000.0,16135200000.0,16669600000.0,16594600000.0,16496500000.0
Common Stock,4800000.0,4800000.0,4800000.0,4800000.0,4800000.0,4800000.0
Other Current Assets,218500000.0,209500000.0,216000000.0,1096400000.0,1094500000.0,1463300000.0
Retained Earnings,3677800000.0,3759700000.0,3842100000.0,3910600000.0,3988700000.0,4069000000.0
Other Liab,755300000.0,770300000.0,673800000.0,668200000.0,645000000.0,614300000.0
Good Will,9747300000.0,9908500000.0,9908700000.0,9715000000.0,9778500000.0,9445300000.0
Treasury Stock,-3334100000.0,-2959500000.0,-3147700000.0,-3094800000.0,-2996200000.0,-3128800000.0
Other Assets,118800000.0,120400000.0,125500000.0,280500000.0,280600000.0,297000000.0
Cash,207800000.0,156800000.0,125600000.0,172000000.0,217400000.0,337900000.0
Total Current Liabilities,1791200000.0,1838300000.0,1978800000.0,2361100000.0,2092500000.0,2048500000.0
Deferred Long Term Asset Charges,17800000.0,17800000.0,27100000.0,27100000.0,27100000.0,27100000.0
Other Stockholder Equity,-412200000.0,-107400000.0,-107900000.0,45800000.0,142800000.0,2700000.0
Property Plant Equipment,1034700000.0,1037400000.0,1021600000.0,966900000.0,963100000.0,952800000.0
Total Current Assets,1302400000.0,1226000000.0,1233300000.0,2250300000.0,2182800000.0,2659000000.0
Net Tangible Assets,-5564600000.0,-5256900000.0,-5225400000.0,-4480500000.0,-4252400000.0,-3679700000.0
Net Receivables,876100000.0,859700000.0,891700000.0,981900000.0,870900000.0,857800000.0
Long Term Debt,5130500000.0,4701800000.0,4636100000.0,4637400000.0,4638800000.0,4640000000.0
Accounts Payable,20500000.0,22800000.0,48200000.0,31000000.0,34600000.0,35400000.0
