,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,63059000.0,2962000.0,60986000.0,95354000.0,116377000.0
Capital Surplus,331081000.0,341860000.0,342541000.0,329742000.0,330262000.0
Total Liab,66464000.0,87661000.0,184839000.0,376368000.0,489143000.0
Total Stockholder Equity,514768000.0,607878000.0,770091000.0,955061000.0,1041309000.0
Other Current Liab,16463000.0,17453000.0,19462000.0,42750000.0,40456000.0
Total Assets,581232000.0,695539000.0,954930000.0,1331429000.0,1530452000.0
Common Stock,121000.0,122000.0,122000.0,123000.0,123000.0
Other Current Assets,4367000.0,5200000.0,10346000.0,156081000.0,130027000.0
Retained Earnings,353583000.0,463252000.0,591086000.0,799369000.0,956966000.0
Other Liab,2660000.0,2810000.0,,133326000.0,251825000.0
Good Will,,59713000.0,146861000.0,147388000.0,154789000.0
Treasury Stock,-170017000.0,-197356000.0,-163658000.0,-174173000.0,-246042000.0
Cash,167014000.0,246322000.0,270124000.0,460858000.0,506735000.0
Total Current Liabilities,63804000.0,84851000.0,86848000.0,149430000.0,160056000.0
Other Stockholder Equity,-10226000.0,-12394000.0,-10270000.0,-4650000.0,-13330000.0
Property Plant Equipment,38548000.0,63010000.0,153194000.0,161128000.0,167021000.0
Total Current Assets,332836000.0,419464000.0,456054000.0,927559000.0,1092265000.0
Net Tangible Assets,451709000.0,545203000.0,562244000.0,712319000.0,770143000.0
Net Receivables,52636000.0,57535000.0,62017000.0,262449000.0,403662000.0
Accounts Payable,10839000.0,28345000.0,20021000.0,44354000.0,48718000.0
Long Term Investments,145052000.0,146966000.0,137835000.0,,
Other Assets,1737000.0,3424000.0,,,
Deferred Long Term Asset Charges,1737000.0,3424000.0,,,
