,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Change To Liabilities,188000000.0,-76000000.0,-63000000.0,127000000.0,295000000.0
Total Cashflows From Investing Activities,-67000000.0,-764000000.0,-1009000000.0,-1447000000.0,-2404000000.0
Net Borrowings,-688000000.0,983000000.0,35000000.0,445000000.0,824000000.0
Total Cash From Financing Activities,-1954000000.0,-1205000000.0,-758000000.0,-59000000.0,93000000.0
Change To Operating Activities,-213000000.0,-202000000.0,-120000000.0,24000000.0,-77000000.0
Issuance Of Stock,52000000.0,15000000.0,61000000.0,54000000.0,47000000.0
Net Income,1594000000.0,1341000000.0,1243000000.0,1059000000.0,1439000000.0
Change In Cash,-384000000.0,-534000000.0,314000000.0,610000000.0,-821000000.0
Repurchase Of Stock,-841000000.0,-1736000000.0,-345000000.0,-17000000.0,-229000000.0
Effect Of Exchange Rate,69000000.0,-32000000.0,1000000.0,6000000.0,-72000000.0
Total Cash From Operating Activities,1568000000.0,1467000000.0,2080000000.0,2130000000.0,1562000000.0
Depreciation,460000000.0,497000000.0,511000000.0,509000000.0,561000000.0
Other Cashflows From Investing Activities,25000000.0,-2000000.0,47000000.0,26000000.0,57000000.0
Dividends Paid,-434000000.0,-453000000.0,-468000000.0,-496000000.0,-536000000.0
Change To Inventory,-116000000.0,-109000000.0,145000000.0,111000000.0,-279000000.0
Change To Account Receivables,-76000000.0,-69000000.0,121000000.0,187000000.0,-63000000.0
Other Cashflows From Financing Activities,-43000000.0,-14000000.0,-41000000.0,-45000000.0,-13000000.0
Change To Netincome,-140000000.0,35000000.0,275000000.0,221000000.0,-250000000.0
Capital Expenditures,-360000000.0,-411000000.0,-413000000.0,-304000000.0,-371000000.0
Investments,-100000000.0,,,,
