,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,179000000.0,185800000.0,176200000.0,168600000.0,154000000.0,201700000.0,141900000.0,0.0
Change To Netincome,11600000.0,23900000.0,35100000.0,27300000.0,47200000.0,20100000.0,163100000.0,-391900000.0
Change To Liabilities,-42200000.0,-51200000.0,-36700000.0,231000000.0,-63300000.0,-22000000.0,-194100000.0,0.0
Investments,-31000000.0,-31000000.0,-31000000.0,-15100000.0,-15100000.0,-6000000.0,-2500000.0,
Total Cashflows From Investing Activities,-58200000.0,-219000000.0,-231100000.0,-73700000.0,-99800000.0,-87700000.0,-330800000.0,
Net Borrowings,54800000.0,50000000.0,50000000.0,-50000000.0,-60000000.0,15000000.0,205000000.0,
Total Cash From Financing Activities,-87000000.0,-76500000.0,-26300000.0,-199200000.0,-248700000.0,-169200000.0,118200000.0,
Change To Operating Activities,-78000000.0,-6300000.0,-20900000.0,-21000000.0,-19500000.0,-7700000.0,-21200000.0,
Issuance Of Stock,22900000.0,26000000.0,19700000.0,7600000.0,13400000.0,23900000.0,39400000.0,
Change In Cash,105000000.0,-87600000.0,-3000000.0,172100000.0,-114600000.0,25800000.0,-21800000.0,
Repurchase Of Stock,-78500000.0,-50000000.0,-50600000.0,-107800000.0,-153200000.0,-150200000.0,-75600000.0,
Effect Of Exchange Rate,700000.0,800000.0,5400000.0,-3700000.0,700000.0,-2500000.0,2200000.0,
Total Cash From Operating Activities,249500000.0,207100000.0,249000000.0,448700000.0,233200000.0,285200000.0,188600000.0,
Depreciation,86900000.0,90900000.0,-27400000.0,93500000.0,103800000.0,89700000.0,-40900000.0,
Other Cashflows From Investing Activities,-1500000.0,-2300000.0,-3800000.0,400000.0,-4400000.0,-2400000.0,-2600000.0,
Dividends Paid,-44000000.0,-43900000.0,-44000000.0,-47100000.0,-47100000.0,-46800000.0,-47200000.0,
Change To Account Receivables,66100000.0,26800000.0,5400000.0,-89500000.0,48500000.0,-7900000.0,19200000.0,
Other Cashflows From Financing Activities,-42200000.0,-8600000.0,-1400000.0,-1900000.0,-1800000.0,-11100000.0,-3400000.0,
Capital Expenditures,-56700000.0,-64800000.0,-72400000.0,-59200000.0,-62500000.0,-61400000.0,-85300000.0,
