,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-111000000.0,-63000000.0,-31000000.0,-47000000.0,-34000000.0
Change To Liabilities,425000000.0,-51000000.0,451000000.0,406000000.0,653000000.0
Total Cashflows From Investing Activities,-3083000000.0,-998000000.0,-1811000000.0,-1154000000.0,-2358000000.0
Net Borrowings,4172000000.0,-2229000000.0,-543000000.0,-356000000.0,-3042000000.0
Total Cash From Financing Activities,-2769000000.0,-9651000000.0,-8061000000.0,-8496000000.0,-11977000000.0
Change To Operating Activities,-554000000.0,910000000.0,1108000000.0,121000000.0,623000000.0
Net Income,6035000000.0,7911000000.0,7185000000.0,8056000000.0,9109000000.0
Change In Cash,4145000000.0,-1856000000.0,245000000.0,420000000.0,-2785000000.0
Repurchase Of Stock,,-775000000.0,-775000000.0,-775000000.0,-775000000.0
Effect Of Exchange Rate,1085000000.0,-685000000.0,27000000.0,258000000.0,-417000000.0
Total Cash From Operating Activities,8912000000.0,9478000000.0,10090000000.0,9812000000.0,11967000000.0
Depreciation,875000000.0,989000000.0,964000000.0,981000000.0,998000000.0
Other Cashflows From Investing Activities,-1424000000.0,501000000.0,418000000.0,-505000000.0,535000000.0
Dividends Paid,-6520000000.0,-6885000000.0,-7161000000.0,-7364000000.0,-7580000000.0
Change To Inventory,730000000.0,-613000000.0,-548000000.0,-165000000.0,549000000.0
Change To Account Receivables,-92000000.0,53000000.0,-331000000.0,26000000.0,-198000000.0
Other Cashflows From Financing Activities,-421000000.0,-537000000.0,-357000000.0,-776000000.0,-580000000.0
Change To Netincome,123000000.0,414000000.0,1186000000.0,647000000.0,493000000.0
Capital Expenditures,-1548000000.0,-1436000000.0,-852000000.0,-602000000.0,-748000000.0
