,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Investments,89776000.0,-73142000.0,291436000.0,-3383000.0,-14804000.0,-15430000.0,-72283000.0
Change To Liabilities,412000.0,1456000.0,35123000.0,-10644000.0,-13701000.0,2302000.0,53943000.0
Total Cashflows From Investing Activities,71912000.0,-247937000.0,243747000.0,-74309000.0,-79641000.0,-52952000.0,-133998000.0
Net Borrowings,-11356000.0,-8787000.0,-3547000.0,-8601000.0,-2309000.0,-11035000.0,-2455000.0
Total Cash From Financing Activities,120025000.0,-140684000.0,-125192000.0,-518654000.0,33550000.0,-656661000.0,-336235000.0
Change To Operating Activities,156251000.0,111989000.0,-232924000.0,147941000.0,-178575000.0,109786000.0,151248000.0
Issuance Of Stock,133461000.0,21796000.0,30092000.0,15559000.0,37935000.0,13795000.0,34711000.0
Net Income,837270000.0,667434000.0,604190000.0,653138000.0,66924000.0,851928000.0,770110000.0
Change In Cash,1233736000.0,525285000.0,627860000.0,324062000.0,-241839000.0,209145000.0,519832000.0
Repurchase Of Stock,-3080000.0,-148535000.0,-151599000.0,-527092000.0,-3524000.0,-660832000.0,-369852000.0
Effect Of Exchange Rate,3272000.0,6158000.0,17773000.0,-4030000.0,4019000.0,-8461000.0,-4928000.0
Total Cash From Operating Activities,1038527000.0,907748000.0,491532000.0,921055000.0,-199767000.0,927219000.0,994993000.0
Depreciation,26697000.0,26642000.0,29355000.0,28834000.0,31238000.0,31696000.0,33832000.0
Other Cashflows From Investing Activities,,-15000000.0,-15000000.0,-15000000.0,-15000000.0,15000000.0,
Change To Inventory,-36936000.0,-30521000.0,-37107000.0,-22785000.0,-24707000.0,-18335000.0,-26973000.0
Change To Account Receivables,59533000.0,12948000.0,-72253000.0,-98373000.0,52525000.0,-185318000.0,-43534000.0
Other Cashflows From Financing Activities,1000000.0,-5158000.0,-138000.0,1480000.0,1448000.0,1411000.0,1361000.0
Change To Netincome,-4700000.0,117800000.0,165148000.0,222944000.0,-133471000.0,135160000.0,56367000.0
Capital Expenditures,-17864000.0,-174795000.0,-47689000.0,-70926000.0,-49837000.0,-52522000.0,-61715000.0
