,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Total Stockholder Equity,6965000000.0,7114000000.0,7363000000.0,7592000000.0,7863000000.0,8245000000.0,8600000000.0,8600000000.0,9395000000.0,9395000000.0
Net Tangible Assets,6363000000.0,6514000000.0,6529000000.0,6724000000.0,7001000000.0,7363000000.0,7726000000.0,7726000000.0,7585000000.0,7585000000.0
Intangible Assets,137000000.0,134000000.0,228000000.0,232000000.0,225000000.0,222000000.0,214000000.0,450000000.0,475000000.0,
Capital Surplus,1984000000.0,2007000000.0,1996000000.0,2028000000.0,2060000000.0,2088000000.0,2055000000.0,2093000000.0,2948000000.0,
Total Liab,37667000000.0,40306000000.0,46219000000.0,48429000000.0,49243000000.0,53588000000.0,59809000000.0,64492000000.0,76619000000.0,
Minority Interest,50000000.0,62000000.0,75000000.0,45000000.0,55000000.0,58000000.0,52000000.0,7000000.0,-23000000.0,
Other Current Liab,455000000.0,570000000.0,356000000.0,496000000.0,578000000.0,557000000.0,511000000.0,499000000.0,1767000000.0,
Total Assets,44682000000.0,47482000000.0,53657000000.0,56066000000.0,57161000000.0,61891000000.0,68461000000.0,73101000000.0,86111000000.0,
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,
Other Current Assets,98000000.0,250000000.0,246000000.0,245000000.0,169000000.0,288000000.0,369000000.0,467000000.0,357000000.0,
Retained Earnings,6326000000.0,6484000000.0,6702000000.0,7004000000.0,7257000000.0,7633000000.0,8003000000.0,8256000000.0,8478000000.0,
Other Liab,25963000000.0,27639000000.0,28924000000.0,30202000000.0,31449000000.0,33365000000.0,34831000000.0,35688000000.0,49500000000.0,
Good Will,465000000.0,466000000.0,606000000.0,636000000.0,637000000.0,660000000.0,660000000.0,660000000.0,1335000000.0,
Treasury Stock,-1347000000.0,-1379000000.0,-1337000000.0,-1442000000.0,-1456000000.0,-1478000000.0,-1460000000.0,-1749000000.0,-2033000000.0,
Other Assets,1525000000.0,1239000000.0,1634000000.0,1606000000.0,1609000000.0,1532000000.0,1670000000.0,1714000000.0,1789000000.0,
Cash,5632000000.0,5390000000.0,5377000000.0,5851000000.0,5982000000.0,7201000000.0,8216000000.0,5715000000.0,5958000000.0,
Total Current Liabilities,8462000000.0,9516000000.0,14090000000.0,14992000000.0,14544000000.0,16980000000.0,21640000000.0,25465000000.0,23242000000.0,
Deferred Long Term Asset Charges,222000000.0,262000000.0,262000000.0,277000000.0,289000000.0,305000000.0,305000000.0,412000000.0,479000000.0,
Other Stockholder Equity,1000000.0,11000000.0,17000000.0,-38000000.0,-10000000.0,-41000000.0,-87000000.0,-389000000.0,-576000000.0,
Property Plant Equipment,870000000.0,856000000.0,884000000.0,891000000.0,896000000.0,945000000.0,930000000.0,934000000.0,983000000.0,
Total Current Assets,35792000000.0,36699000000.0,41501000000.0,44234000000.0,45047000000.0,49902000000.0,55770000000.0,60171000000.0,70773000000.0,
Long Term Investments,5893000000.0,8088000000.0,8804000000.0,8467000000.0,8747000000.0,8630000000.0,9217000000.0,9172000000.0,10756000000.0,
Short Term Investments,3698000000.0,4666000000.0,9301000000.0,10125000000.0,9521000000.0,11828000000.0,15837000000.0,20102000000.0,16882000000.0,
Net Receivables,25563000000.0,25459000000.0,25860000000.0,27184000000.0,28628000000.0,29736000000.0,30769000000.0,33270000000.0,46986000000.0,
Long Term Debt,2909000000.0,2903000000.0,2907000000.0,2906000000.0,2896000000.0,2895000000.0,2893000000.0,2893000000.0,3391000000.0,
Accounts Payable,6145000000.0,6792000000.0,11918000000.0,12475000000.0,11843000000.0,13991000000.0,19201000000.0,22697000000.0,19055000000.0,
Short Long Term Debt,25000000.0,30000000.0,,,,,,,,
