,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,262000000.0,287000000.0,-174000000.0,109000000.0
Total Cashflows From Investing Activities,-1314000000.0,5340000000.0,1129000000.0,-2986000000.0
Net Borrowings,-771000000.0,-2908000000.0,-1260000000.0,1313000000.0
Total Cash From Financing Activities,-1656000000.0,-4996000000.0,-8992000000.0,-3345000000.0
Change To Operating Activities,-17000000.0,-97000000.0,-73000000.0,-229000000.0
Issuance Of Stock,120000000.0,77000000.0,72000000.0,47000000.0
Net Income,1247000000.0,4381000000.0,2285000000.0,2501000000.0
Change In Cash,93000000.0,3986000000.0,-1752000000.0,1054000000.0
Repurchase Of Stock,-12000000.0,-599000000.0,-2658000000.0,-2457000000.0
Effect Of Exchange Rate,22000000.0,-60000000.0,-77000000.0,-44000000.0
Total Cash From Operating Activities,3041000000.0,3702000000.0,6188000000.0,7429000000.0
Depreciation,1184000000.0,1830000000.0,4675000000.0,4626000000.0
Dividends Paid,-901000000.0,-1166000000.0,-1891000000.0,-2028000000.0
Change To Inventory,-22000000.0,-4000000.0,-81000000.0,18000000.0
Change To Account Receivables,-92000000.0,-124000000.0,167000000.0,109000000.0
Other Cashflows From Financing Activities,-92000000.0,-400000000.0,-3255000000.0,-220000000.0
Change To Netincome,719000000.0,-2571000000.0,-611000000.0,295000000.0
Capital Expenditures,-1311000000.0,-1883000000.0,-3682000000.0,-3400000000.0
Other Cashflows From Investing Activities,-23000000.0,-23000000.0,-60000000.0,
