,2020-05-31,2020-08-30,2020-11-29,2021-02-28,2021-05-30,2021-08-29,2021-11-28,2022-02-27,2022-05-29,2022-08-28
Intangible Assets,38300000.0,38500000.0,37900000.0,37500000.0,36900000.0,35800000.0,35000000.0,34500000.0,33700000.0,32800000.0
Total Liab,4422300000.0,3940600000.0,3750200000.0,3706500000.0,3728800000.0,3748900000.0,3790400000.0,3708500000.0,3779300000.0,3899700000.0
Total Stockholder Equity,240000000.0,332000000.0,408900000.0,451700000.0,480600000.0,427400000.0,365200000.0,392300000.0,360500000.0,510000000.0
Other Current Liab,34900000.0,44700000.0,47500000.0,44800000.0,35200000.0,34400000.0,34200000.0,35400000.0,35300000.0,71300000.0
Total Assets,4662300000.0,4272600000.0,4159100000.0,4158200000.0,4209400000.0,4176300000.0,4155600000.0,4100800000.0,4139800000.0,4409700000.0
Common Stock,147000000.0,147400000.0,147500000.0,147600000.0,147600000.0,148000000.0,148000000.0,148000000.0,148000000.0,148300000.0
Other Current Assets,,,,7300000.0,15300000.0,8500000.0,,6000000.0,7000000.0,3500000.0
Retained Earnings,1064600000.0,1119900000.0,1182800000.0,1213800000.0,1244600000.0,1240000000.0,1238300000.0,1309100000.0,1305500000.0,1501800000.0
Other Liab,260200000.0,410200000.0,416500000.0,404000000.0,284900000.0,400300000.0,405300000.0,398600000.0,279700000.0,419300000.0
Good Will,303800000.0,323300000.0,325100000.0,333700000.0,334500000.0,323500000.0,318600000.0,321800000.0,318000000.0,352200000.0
Treasury Stock,-971600000.0,-935300000.0,-921400000.0,-909700000.0,-911600000.0,-960600000.0,-1021100000.0,-1064800000.0,-1093000000.0,-1140100000.0
Other Assets,65400000.0,74900000.0,78600000.0,77700000.0,80400000.0,82400000.0,85400000.0,136700000.0,172900000.0,218800000.0
Cash,1364000000.0,1032500000.0,763900000.0,714300000.0,783500000.0,789700000.0,621900000.0,428600000.0,525000000.0,485300000.0
Total Current Liabilities,1024900000.0,549600000.0,614300000.0,590200000.0,618200000.0,650000000.0,693000000.0,612900000.0,699100000.0,780300000.0
Short Long Term Debt,46000000.0,52800000.0,31800000.0,32000000.0,31300000.0,32000000.0,32200000.0,32200000.0,31300000.0,32200000.0
Other Stockholder Equity,-903400000.0,-857500000.0,-843400000.0,-818600000.0,-807300000.0,-822900000.0,-833300000.0,-826800000.0,-828900000.0,-843000000.0
Property Plant Equipment,1702000000.0,1669900000.0,1640300000.0,1646800000.0,1665700000.0,1700800000.0,1704100000.0,1684300000.0,1698200000.0,1803200000.0
Total Current Assets,2302600000.0,1891000000.0,1785800000.0,1759400000.0,1781700000.0,1735000000.0,1717800000.0,1610700000.0,1659600000.0,1630200000.0
Long Term Investments,250200000.0,275000000.0,291400000.0,303100000.0,310200000.0,298800000.0,294700000.0,312800000.0,257400000.0,372500000.0
Net Tangible Assets,-102100000.0,-29800000.0,45900000.0,80500000.0,109200000.0,68100000.0,11600000.0,36000000.0,8800000.0,125000000.0
Net Receivables,342100000.0,334800000.0,353200000.0,375600000.0,366900000.0,401300000.0,423200000.0,430600000.0,447300000.0,449500000.0
Long Term Debt,2982100000.0,2968100000.0,2711800000.0,2704800000.0,2698800000.0,2691400000.0,2692100000.0,2689800000.0,2689700000.0,2693100000.0
Inventory,486700000.0,470600000.0,630500000.0,571500000.0,513500000.0,469200000.0,613900000.0,634500000.0,574400000.0,635500000.0
Accounts Payable,244400000.0,259300000.0,377400000.0,303600000.0,359300000.0,380400000.0,445400000.0,349300000.0,402600000.0,462700000.0
Deferred Long Term Asset Charges,2300000.0,,,,2200000.0,,,,2700000.0,
