,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,,,,,,23400000.0,22600000.0
Capital Surplus,2079800000.0,2153700000.0,2125300000.0,2162000000.0,2193600000.0,2322100000.0,2504500000.0
Total Liab,2167900000.0,2333900000.0,2464000000.0,2486600000.0,2506200000.0,2639800000.0,2612100000.0
Total Stockholder Equity,1353900000.0,1499300000.0,1826500000.0,1903200000.0,1997600000.0,2136100000.0,2251500000.0
Other Current Liab,32400000.0,32600000.0,29200000.0,33700000.0,30900000.0,48800000.0,70700000.0
Total Assets,3521800000.0,3833200000.0,4290500000.0,4389800000.0,4503800000.0,4775900000.0,4863600000.0
Common Stock,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
Retained Earnings,-629500000.0,-557300000.0,-202100000.0,-161800000.0,-98900000.0,-28000000.0,-47400000.0
Other Liab,21300000.0,24800000.0,26900000.0,28200000.0,30300000.0,40700000.0,33000000.0
Good Will,18700000.0,19000000.0,19300000.0,18900000.0,19100000.0,23900000.0,26500000.0
Treasury Stock,-96500000.0,-97200000.0,-96800000.0,-97100000.0,-97200000.0,-158100000.0,-205700000.0
Other Assets,14200000.0,21000000.0,237800000.0,237100000.0,239700000.0,238900000.0,240200000.0
Cash,530000000.0,673500000.0,817600000.0,733800000.0,1158800000.0,1444300000.0,1052600000.0
Total Current Liabilities,400100000.0,506400000.0,614100000.0,604100000.0,600700000.0,734900000.0,720800000.0
Deferred Long Term Asset Charges,,,216400000.0,216700000.0,216400000.0,216300000.0,220800000.0
Other Stockholder Equity,3500000.0,2800000.0,3200000.0,2900000.0,2800000.0,1400000.0,500000.0
Property Plant Equipment,455900000.0,556100000.0,608600000.0,688700000.0,770800000.0,833500000.0,889900000.0
Total Current Assets,3033000000.0,3237100000.0,3424800000.0,3445100000.0,3474200000.0,3656200000.0,3684400000.0
Net Tangible Assets,1335200000.0,1480300000.0,1807200000.0,1884300000.0,1978500000.0,2088800000.0,2202400000.0
Short Term Investments,1978800000.0,1930300000.0,1890100000.0,1898800000.0,1426100000.0,1253600000.0,1678600000.0
Net Receivables,296500000.0,370000000.0,428500000.0,443400000.0,483500000.0,529100000.0,514300000.0
Long Term Debt,1658800000.0,1645800000.0,1667200000.0,1688800000.0,1710700000.0,1703500000.0,1702700000.0
Inventory,165300000.0,200700000.0,234700000.0,289700000.0,319300000.0,351300000.0,357300000.0
Accounts Payable,108400000.0,147600000.0,163300000.0,152200000.0,165900000.0,210000000.0,196000000.0
