,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30
Investments,-12511000000.0,6557000000.0,540000000.0,6980000000.0,2876000000.0
Change To Liabilities,3901000000.0,7070000000.0,4694000000.0,5230000000.0,7431000000.0
Total Cashflows From Investing Activities,-46781000000.0,-6061000000.0,-15773000000.0,-12223000000.0,-27577000000.0
Net Borrowings,31459000000.0,-10201000000.0,-4000000000.0,-5518000000.0,-3750000000.0
Total Cash From Financing Activities,8408000000.0,-33590000000.0,-36887000000.0,-46031000000.0,-48486000000.0
Change To Operating Activities,349000000.0,-459000000.0,-1542000000.0,-673000000.0,1160000000.0
Issuance Of Stock,772000000.0,1002000000.0,1142000000.0,1343000000.0,1693000000.0
Net Income,25489000000.0,16571000000.0,39240000000.0,44281000000.0,61271000000.0
Change In Cash,1153000000.0,4283000000.0,-590000000.0,2220000000.0,648000000.0
Repurchase Of Stock,-11788000000.0,-10721000000.0,-19543000000.0,-22968000000.0,-27385000000.0
Effect Of Exchange Rate,19000000.0,50000000.0,-115000000.0,-201000000.0,-29000000.0
Total Cash From Operating Activities,39507000000.0,43884000000.0,52185000000.0,60675000000.0,76740000000.0
Depreciation,7800000000.0,9900000000.0,11600000000.0,12300000000.0,10900000000.0
Other Cashflows From Investing Activities,-197000000.0,-98000000.0,-1241000000.0,-1241000000.0,-922000000.0
Dividends Paid,-11845000000.0,-12699000000.0,-13811000000.0,-15137000000.0,-16521000000.0
Change To Inventory,50000000.0,-465000000.0,597000000.0,168000000.0,-737000000.0
Change To Account Receivables,-1216000000.0,-3862000000.0,-2812000000.0,-2577000000.0,-6481000000.0
Other Cashflows From Financing Activities,-190000000.0,-971000000.0,-675000000.0,-3751000000.0,-2523000000.0
Change To Netincome,1342000000.0,-3054000000.0,-2521000000.0,5577000000.0,5505000000.0
Capital Expenditures,-8129000000.0,-11632000000.0,-13925000000.0,-15441000000.0,-20622000000.0
