,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Intangible Assets,6033000000.0,5926000000.0,5835000000.0,5697000000.0,5572000000.0,5426000000.0,5288000000.0,5141000000.0,4993000000.0,
Capital Surplus,6074000000.0,6116000000.0,6162000000.0,6283000000.0,6337000000.0,6383000000.0,6429000000.0,6559000000.0,6607000000.0,
Total Liab,34164000000.0,33447000000.0,34413000000.0,33352000000.0,33791000000.0,33748000000.0,31955000000.0,30851000000.0,31818000000.0,
Total Stockholder Equity,10857000000.0,11880000000.0,12867000000.0,13760000000.0,14448000000.0,14460000000.0,15046000000.0,14930000000.0,13742000000.0,
Minority Interest,58000000.0,63000000.0,64000000.0,68000000.0,68000000.0,70000000.0,71000000.0,74000000.0,74000000.0,
Other Current Liab,3073000000.0,3060000000.0,2346000000.0,3403000000.0,3428000000.0,3520000000.0,2090000000.0,3212000000.0,3406000000.0,
Total Assets,45079000000.0,45390000000.0,47344000000.0,47180000000.0,48307000000.0,48278000000.0,47072000000.0,45855000000.0,45634000000.0,
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,9000000.0,
Other Current Assets,446000000.0,421000000.0,193000000.0,393000000.0,374000000.0,325000000.0,229000000.0,427000000.0,383000000.0,
Retained Earnings,42759000000.0,43285000000.0,43761000000.0,44255000000.0,44824000000.0,45361000000.0,45821000000.0,46056000000.0,45269000000.0,
Other Liab,6999000000.0,7003000000.0,7774000000.0,7561000000.0,7481000000.0,7340000000.0,6180000000.0,6233000000.0,7239000000.0,
Good Will,13360000000.0,13535000000.0,13802000000.0,13654000000.0,13722000000.0,13597000000.0,13486000000.0,13368000000.0,13064000000.0,
Treasury Stock,-37985000000.0,-37530000000.0,-37065000000.0,-36787000000.0,-36722000000.0,-37293000000.0,-37213000000.0,-37694000000.0,-38143000000.0,
Other Assets,1635000000.0,1751000000.0,2226000000.0,2373000000.0,2436000000.0,2663000000.0,2346000000.0,2640000000.0,2909000000.0,
Cash,4219000000.0,4121000000.0,4634000000.0,4636000000.0,4695000000.0,4878000000.0,4564000000.0,3247000000.0,2722000000.0,
Total Current Liabilities,7282000000.0,7410000000.0,7948000000.0,8363000000.0,9440000000.0,9635000000.0,9035000000.0,9152000000.0,9896000000.0,
Other Stockholder Equity,-8286000000.0,-7960000000.0,-7661000000.0,-7767000000.0,-7486000000.0,-7620000000.0,-6750000000.0,-6834000000.0,-7362000000.0,
Property Plant Equipment,9929000000.0,10060000000.0,10285000000.0,10111000000.0,10230000000.0,10163000000.0,10287000000.0,10254000000.0,10154000000.0,
Total Current Assets,14106000000.0,14110000000.0,14982000000.0,15345000000.0,16343000000.0,16426000000.0,15403000000.0,14452000000.0,14514000000.0,
Net Tangible Assets,-8536000000.0,-7581000000.0,-6770000000.0,-5591000000.0,-4846000000.0,-4563000000.0,-3728000000.0,-3579000000.0,-4315000000.0,
Short Term Investments,247000000.0,440000000.0,404000000.0,501000000.0,805000000.0,855000000.0,201000000.0,112000000.0,262000000.0,
Net Receivables,4459000000.0,4623000000.0,4830000000.0,4817000000.0,4991000000.0,4916000000.0,4770000000.0,4815000000.0,4914000000.0,
Long Term Debt,19276000000.0,18429000000.0,17989000000.0,16819000000.0,16267000000.0,16193000000.0,16056000000.0,14858000000.0,14099000000.0,
Inventory,4168000000.0,3984000000.0,4239000000.0,4458000000.0,4842000000.0,4950000000.0,4985000000.0,5290000000.0,5645000000.0,
Accounts Payable,1975000000.0,2208000000.0,2561000000.0,2670000000.0,2931000000.0,2862000000.0,2994000000.0,3164000000.0,3273000000.0,
Short Long Term Debt,650000000.0,149000000.0,794000000.0,763000000.0,770000000.0,754000000.0,1291000000.0,1872000000.0,,
Deferred Long Term Asset Charges,,,871000000.0,,,,581000000.0,,,
Long Term Investments,16000000.0,8000000.0,214000000.0,,4000000.0,3000000.0,262000000.0,,,
