,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Change To Liabilities,-21000000.0,0.0,-36000000.0,-23000000.0,30000000.0,0.0,-1000000.0,-13000000.0
Total Cashflows From Investing Activities,-422000000.0,-446000000.0,-405000000.0,-311000000.0,-305000000.0,-421000000.0,-421000000.0,-289000000.0
Net Borrowings,2436000000.0,-1922000000.0,-45000000.0,467000000.0,191000000.0,246000000.0,246000000.0,468000000.0
Total Cash From Financing Activities,1867000000.0,-2468000000.0,-620000000.0,-217000000.0,-395000000.0,-389000000.0,-389000000.0,-253000000.0
Change To Operating Activities,73000000.0,-25000000.0,-11000000.0,-133000000.0,-14000000.0,-30000000.0,-30000000.0,-394000000.0
Net Income,200000000.0,163000000.0,508000000.0,58000000.0,334000000.0,351000000.0,353000000.0,421000000.0
Change In Cash,2201000000.0,-2252000000.0,-40000000.0,57000000.0,87000000.0,-76000000.0,-76000000.0,16000000.0
Repurchase Of Stock,-1000000.0,-1000000.0,-1000000.0,-67000000.0,-1000000.0,-1000000.0,-1000000.0,-63000000.0
Total Cash From Operating Activities,756000000.0,661000000.0,985000000.0,584000000.0,787000000.0,734000000.0,734000000.0,558000000.0
Depreciation,402000000.0,406000000.0,343000000.0,408000000.0,408000000.0,361000000.0,361000000.0,420000000.0
Other Cashflows From Investing Activities,-5000000.0,1000000.0,2000000.0,-5000000.0,13000000.0,-5000000.0,-5000000.0,-5000000.0
Dividends Paid,-530000000.0,-545000000.0,-574000000.0,-588000000.0,-575000000.0,-635000000.0,-635000000.0,-650000000.0
Change To Account Receivables,55000000.0,-16000000.0,25000000.0,18000000.0,-21000000.0,-51000000.0,-51000000.0,40000000.0
Other Cashflows From Financing Activities,-38000000.0,-29000000.0,-29000000.0,-29000000.0,-10000000.0,1000000.0,1000000.0,-8000000.0
Change To Netincome,44000000.0,133000000.0,154000000.0,253000000.0,46000000.0,98000000.0,98000000.0,80000000.0
Capital Expenditures,-414000000.0,-377000000.0,-386000000.0,-302000000.0,-307000000.0,-337000000.0,-337000000.0,-281000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,1000000.0,1000000.0,,,,
