,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,5962000000.0,5516000000.0,4836000000.0,4433000000.0
Capital Surplus,16844000000.0,17767000000.0,17855000000.0,17933000000.0
Total Liab,19890000000.0,21191000000.0,27968000000.0,29307000000.0
Total Stockholder Equity,12339000000.0,11571000000.0,10489000000.0,9461000000.0
Other Current Liab,457000000.0,587000000.0,657000000.0,704000000.0
Total Assets,32229000000.0,32762000000.0,38457000000.0,38768000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,336000000.0,359000000.0,298000000.0,289000000.0
Other Liab,2554000000.0,3110000000.0,2516000000.0,2379000000.0
Good Will,10021000000.0,10078000000.0,10078000000.0,10078000000.0
Treasury Stock,-4509000000.0,-6200000000.0,-7370000000.0,-8476000000.0
Other Assets,2179000000.0,2286000000.0,1540000000.0,1527000000.0
Cash,314000000.0,277000000.0,196000000.0,232000000.0
Total Current Liabilities,1292000000.0,1506000000.0,1920000000.0,1969000000.0
Deferred Long Term Asset Charges,26000000.0,26000000.0,26000000.0,26000000.0
Short Long Term Debt,115000000.0,107000000.0,100000000.0,129000000.0
Other Stockholder Equity,-4509000000.0,-6200000000.0,-7370000000.0,-8476000000.0
Property Plant Equipment,12933000000.0,13653000000.0,20799000000.0,21626000000.0
Total Current Assets,1134000000.0,1229000000.0,1204000000.0,1104000000.0
Net Tangible Assets,-3644000000.0,-4023000000.0,-4425000000.0,-5050000000.0
Net Receivables,484000000.0,593000000.0,710000000.0,583000000.0
Long Term Debt,15817000000.0,16348000000.0,17794000000.0,18915000000.0
Accounts Payable,249000000.0,313000000.0,334000000.0,230000000.0
