,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,4626000000.0,4535000000.0,4433000000.0,4324000000.0,4222000000.0,4115000000.0,4046000000.0,3935000000.0,3822000000.0
Capital Surplus,17872000000.0,17904000000.0,17933000000.0,17917000000.0,17951000000.0,17982000000.0,18011000000.0,18006000000.0,18050000000.0
Total Liab,31075000000.0,29284000000.0,29307000000.0,29829000000.0,30260000000.0,30488000000.0,30782000000.0,31015000000.0,31152000000.0
Total Stockholder Equity,9826000000.0,9502000000.0,9461000000.0,8923000000.0,8713000000.0,8516000000.0,8258000000.0,8036000000.0,7861000000.0
Other Current Liab,763000000.0,787000000.0,704000000.0,814000000.0,805000000.0,822000000.0,776000000.0,721000000.0,701000000.0
Total Assets,40901000000.0,38786000000.0,38768000000.0,38752000000.0,38973000000.0,39004000000.0,39040000000.0,39051000000.0,39013000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,349000000.0,342000000.0,289000000.0,347000000.0,382000000.0,357000000.0,327000000.0,341000000.0,493000000.0
Other Liab,2482000000.0,2456000000.0,2379000000.0,2327000000.0,2265000000.0,2208000000.0,2168000000.0,2106000000.0,2052000000.0
Good Will,10078000000.0,10078000000.0,10078000000.0,10078000000.0,10078000000.0,10078000000.0,10078000000.0,10078000000.0,10087000000.0
Treasury Stock,-8050000000.0,-8406000000.0,-8476000000.0,-8998000000.0,-9242000000.0,-9470000000.0,-9757000000.0,-9974000000.0,-10193000000.0
Other Assets,1547000000.0,1540000000.0,1527000000.0,1511000000.0,1548000000.0,1646000000.0,1711000000.0,1812000000.0,1932000000.0
Cash,2514000000.0,242000000.0,232000000.0,254000000.0,339000000.0,357000000.0,292000000.0,312000000.0,281000000.0
Total Current Liabilities,1964000000.0,1925000000.0,1969000000.0,1933000000.0,2018000000.0,1987000000.0,2026000000.0,1776000000.0,1871000000.0
Short Long Term Debt,99000000.0,114000000.0,129000000.0,159000000.0,71000000.0,72000000.0,72000000.0,71000000.0,70000000.0
Other Stockholder Equity,-8050000000.0,-8406000000.0,-8476000000.0,-8998000000.0,-9242000000.0,-9470000000.0,-9757000000.0,-9974000000.0,-10193000000.0
Property Plant Equipment,21214000000.0,21449000000.0,21626000000.0,21663000000.0,21796000000.0,21833000000.0,21951000000.0,21965000000.0,21882000000.0
Total Current Assets,3436000000.0,1184000000.0,1104000000.0,1176000000.0,1329000000.0,1332000000.0,1254000000.0,1261000000.0,1290000000.0
Net Tangible Assets,-4878000000.0,-5111000000.0,-5050000000.0,-5479000000.0,-5587000000.0,-5677000000.0,-5866000000.0,-5977000000.0,-6048000000.0
Net Receivables,573000000.0,600000000.0,583000000.0,575000000.0,608000000.0,618000000.0,635000000.0,608000000.0,516000000.0
Long Term Debt,20789000000.0,18961000000.0,18915000000.0,19482000000.0,19766000000.0,20053000000.0,20315000000.0,20819000000.0,20977000000.0
Accounts Payable,280000000.0,264000000.0,230000000.0,187000000.0,219000000.0,231000000.0,246000000.0,224000000.0,230000000.0
Deferred Long Term Asset Charges,,,26000000.0,,,,26000000.0,,
