,2017-12-31,2018-12-30,2019-12-29,2021-01-03
Investments,-40000000.0,-40000000.0,-40000000.0,-40000000.0
Change To Liabilities,22267000.0,10010000.0,66137000.0,68954000.0
Total Cashflows From Investing Activities,-83738000.0,-88257000.0,-27854000.0,-128927000.0
Net Borrowings,971807000.0,365912000.0,582915000.0,-44058000.0
Total Cash From Financing Activities,-197145000.0,-322803000.0,-222792000.0,-446406000.0
Change To Operating Activities,10645000.0,-3178000.0,-1384000.0,36913000.0
Issuance Of Stock,6099000.0,9832000.0,13064000.0,30970000.0
Net Income,277905000.0,361972000.0,400709000.0,491296000.0
Change In Cash,60444000.0,-17427000.0,246505000.0,18222000.0
Repurchase Of Stock,-1073702000.0,-598174000.0,-704958000.0,-311393000.0
Effect Of Exchange Rate,66000.0,-538000.0,201000.0,761000.0
Total Cash From Operating Activities,341261000.0,394171000.0,496950000.0,592794000.0
Depreciation,29569000.0,34965000.0,37130000.0,42038000.0
Other Cashflows From Investing Activities,-562000.0,23264000.0,48876000.0,-333000.0
Dividends Paid,-84298000.0,-92166000.0,-105715000.0,-121925000.0
Change To Inventory,1527000.0,-12455000.0,-6741000.0,-24959000.0
Change To Account Receivables,-22649000.0,-18172000.0,-20900000.0,-33334000.0
Change To Netincome,-3779000.0,-5704000.0,-5549000.0,-16640000.0
Capital Expenditures,-90011000.0,-119888000.0,-85565000.0,-88768000.0
Other Cashflows From Financing Activities,-17051000.0,-8207000.0,-8098000.0,
