,2017-06-30,2018-06-30,2019-06-30,2020-06-30,2021-06-30
Investments,-3381000000.0,46000000.0,3408000000.0,6146000000.0,-55000000.0
Change To Liabilities,-149000000.0,1385000000.0,1856000000.0,1923000000.0,1391000000.0
Total Cashflows From Investing Activities,-6685000000.0,-3511000000.0,-3490000000.0,3045000000.0,-2834000000.0
Net Borrowings,1399000000.0,-1238000000.0,-817000000.0,4849000000.0,-3903000000.0
Total Cash From Financing Activities,-8568000000.0,-14375000000.0,-9994000000.0,-8367000000.0,-21531000000.0
Change To Operating Activities,-43000000.0,2000000000.0,-973000000.0,-710000000.0,-369000000.0
Issuance Of Stock,2473000000.0,1177000000.0,3324000000.0,1978000000.0,1644000000.0
Net Income,15326000000.0,9750000000.0,3897000000.0,13027000000.0,14306000000.0
Change In Cash,-2529000000.0,-3000000000.0,1670000000.0,11942000000.0,-5893000000.0
Repurchase Of Stock,-5204000000.0,-7004000000.0,-5003000000.0,-7405000000.0,-11009000000.0
Effect Of Exchange Rate,-29000000.0,19000000.0,-88000000.0,-139000000.0,101000000.0
Total Cash From Operating Activities,12753000000.0,14867000000.0,15242000000.0,17403000000.0,18371000000.0
Depreciation,2820000000.0,2834000000.0,2824000000.0,3013000000.0,2735000000.0
Dividends Paid,-7236000000.0,-7310000000.0,-7498000000.0,-7789000000.0,-8263000000.0
Change To Inventory,71000000.0,-188000000.0,-239000000.0,-637000000.0,-309000000.0
Change To Account Receivables,-322000000.0,-177000000.0,-276000000.0,634000000.0,-342000000.0
Change To Netincome,-4950000000.0,-737000000.0,8153000000.0,153000000.0,959000000.0
Capital Expenditures,-3384000000.0,-3717000000.0,-3347000000.0,-3073000000.0,-2787000000.0
Other Cashflows From Investing Activities,-475000000.0,,,,
