,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-445279000.0,1810867000.0,932625000.0,-11165000.0,-63364000.0
Change To Liabilities,13561000.0,-78942000.0,21973000.0,151671000.0,83955000.0
Total Cashflows From Investing Activities,-535752000.0,1683302000.0,768802000.0,-264094000.0,-231630000.0
Net Borrowings,169976000.0,-850161000.0,535188000.0,-325366000.0,160000000.0
Total Cash From Financing Activities,-63869000.0,-2119522000.0,-1872678000.0,-440502000.0,-438275000.0
Change To Operating Activities,-39281000.0,20616000.0,-67299000.0,-105620000.0,-68350000.0
Issuance Of Stock,97789000.0,52429000.0,53715000.0,66033000.0,55643000.0
Net Income,20311000.0,593794000.0,592198000.0,521571000.0,692843000.0
Change In Cash,136688000.0,153961000.0,-460565000.0,100980000.0,64539000.0
Repurchase Of Stock,-332544000.0,-1315106000.0,-2469258000.0,-196409000.0,-648930000.0
Effect Of Exchange Rate,38669000.0,-14265000.0,224000.0,15069000.0,-12830000.0
Total Cash From Operating Activities,697640000.0,604446000.0,643087000.0,790507000.0,747274000.0
Depreciation,106002000.0,108408000.0,105296000.0,125361000.0,131680000.0
Change To Inventory,731000.0,-25396000.0,-31854000.0,18940000.0,-67250000.0
Change To Account Receivables,-24013000.0,-47921000.0,-22195000.0,37467000.0,-62448000.0
Other Cashflows From Financing Activities,910000.0,-6684000.0,7677000.0,15240000.0,-4988000.0
Change To Netincome,89946000.0,39946000.0,48197000.0,41117000.0,36844000.0
Capital Expenditures,-85473000.0,-96079000.0,-163823000.0,-172384000.0,-161266000.0
