,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Intangible Assets,251345000.0,248738000.0,246131000.0,771116000.0,768509000.0,765902000.0,235703000.0,760688000.0,758081000.0
Capital Surplus,7549831000.0,7448484000.0,7353396000.0,7305274000.0,7247334000.0,7235255000.0,7213861000.0,7176983000.0,7190457000.0
Total Liab,16751815000.0,16634764000.0,17036356000.0,17082964000.0,17526862000.0,18031456000.0,17606450000.0,17999011000.0,18412175000.0
Total Stockholder Equity,6240652000.0,6146112000.0,6042398000.0,6096965000.0,5910386000.0,5840875000.0,6015163000.0,5993694000.0,6114629000.0
Other Current Liab,276738000.0,306657000.0,356679000.0,420737000.0,455464000.0,577631000.0,553702000.0,561019000.0,562430000.0
Total Assets,22992467000.0,22780876000.0,23078754000.0,23179929000.0,23437248000.0,23872331000.0,23621613000.0,23992705000.0,24526804000.0
Common Stock,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0,4749000.0
Other Current Assets,109949000.0,96854000.0,144495000.0,171781000.0,169680000.0,169065000.0,205298000.0,207426000.0,313911000.0
Other Liab,844560000.0,944886000.0,1150228000.0,1278914000.0,1357812000.0,1455112000.0,1577477000.0,1692402000.0,1813438000.0
Treasury Stock,-1306392000.0,-1307121000.0,-1315747000.0,-1213058000.0,-1341697000.0,-1399129000.0,-1203447000.0,-1188038000.0,-1080577000.0
Other Assets,262463000.0,463496000.0,375142000.0,478247000.0,451246000.0,420388000.0,276899000.0,368073000.0,339690000.0
Cash,945732000.0,447129000.0,524496000.0,402413000.0,374377000.0,224337000.0,146391000.0,14610000.0,135774000.0
Total Current Liabilities,1273102000.0,1094142000.0,1344547000.0,2047954000.0,2394601000.0,2802870000.0,3184619000.0,3482595000.0,3654833000.0
Short Long Term Debt,7650000.0,7650000.0,7650000.0,543757000.0,627337000.0,627188000.0,1041338000.0,964602000.0,921269000.0
Other Stockholder Equity,-524903000.0,-530618000.0,-551449000.0,-465596000.0,-601443000.0,-661836000.0,-471351000.0,-467672000.0,-366755000.0
Property Plant Equipment,18981173000.0,19029315000.0,19255082000.0,19125251000.0,19181519000.0,19221947000.0,19409432000.0,19425232000.0,19601219000.0
Total Current Assets,2179859000.0,1721362000.0,1869775000.0,1997594000.0,2235623000.0,2666861000.0,2374374000.0,2641321000.0,3026499000.0
Long Term Investments,790035000.0,790373000.0,805032000.0,807721000.0,800351000.0,797233000.0,797613000.0,797391000.0,801315000.0
Net Tangible Assets,5461715000.0,5369782000.0,5268675000.0,5325849000.0,5141877000.0,5074973000.0,5251868000.0,5233006000.0,5356548000.0
Net Receivables,608923000.0,717852000.0,829796000.0,909972000.0,1091982000.0,1497549000.0,1441786000.0,1682459000.0,1778687000.0
Long Term Debt,14517437000.0,14481330000.0,14431828000.0,13670801000.0,13692742000.0,13694977000.0,12747636000.0,12750485000.0,12872692000.0
Inventory,515255000.0,459527000.0,370988000.0,513187000.0,599584000.0,775910000.0,580899000.0,732406000.0,773904000.0
Accounts Payable,755474000.0,624483000.0,719302000.0,929771000.0,1052561000.0,1442984000.0,1332391000.0,1729943000.0,1923761000.0
Good Will,527592000.0,527592000.0,527592000.0,,,,527592000.0,,
Retained Earnings,-7536000.0,,,,,,,,
