,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,569000000.0,460000000.0,304000000.0,228000000.0
Capital Surplus,1041000000.0,1134000000.0,1182000000.0,1239000000.0
Total Liab,3976000000.0,3780000000.0,3945000000.0,4202000000.0
Total Stockholder Equity,1690000000.0,1921000000.0,1855000000.0,1828000000.0
Minority Interest,138000000.0,172000000.0,205000000.0,265000000.0
Other Current Liab,20000000.0,29000000.0,27000000.0,42000000.0
Total Assets,5804000000.0,5873000000.0,6005000000.0,6295000000.0
Common Stock,55000000.0,55000000.0,55000000.0,55000000.0
Other Current Assets,38000000.0,10000000.0,11000000.0,7000000.0
Retained Earnings,7405000000.0,7869000000.0,8405000000.0,8779000000.0
Other Liab,221000000.0,189000000.0,353000000.0,210000000.0
Good Will,544000000.0,424000000.0,429000000.0,391000000.0
Treasury Stock,-6811000000.0,-7137000000.0,-7787000000.0,-8245000000.0
Other Assets,93000000.0,80000000.0,317000000.0,131000000.0
Cash,327000000.0,538000000.0,360000000.0,585000000.0
Total Current Liabilities,1507000000.0,1501000000.0,1678000000.0,1441000000.0
Deferred Long Term Asset Charges,22000000.0,12000000.0,11000000.0,14000000.0
Short Long Term Debt,39000000.0,81000000.0,246000000.0,8000000.0
Other Stockholder Equity,-135000000.0,-171000000.0,-154000000.0,-61000000.0
Property Plant Equipment,1392000000.0,1352000000.0,1400000000.0,1605000000.0
Total Current Assets,3206000000.0,3557000000.0,3555000000.0,3919000000.0
Long Term Investments,,,,21000000.0
Net Tangible Assets,577000000.0,1037000000.0,1122000000.0,1209000000.0
Net Receivables,1325000000.0,1385000000.0,1425000000.0,1474000000.0
Long Term Debt,2248000000.0,2090000000.0,1914000000.0,2389000000.0
Inventory,1429000000.0,1541000000.0,1655000000.0,1733000000.0
Accounts Payable,731000000.0,678000000.0,719000000.0,779000000.0
