,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-40584000.0,199920000.0,113294000.0,-128871000.0
Change To Liabilities,36374000.0,30125000.0,115219000.0,94105000.0
Total Cashflows From Investing Activities,543278000.0,-663796000.0,-685350000.0,-3074330000.0
Net Borrowings,-875837000.0,59033000.0,802695000.0,1031252000.0
Total Cash From Financing Activities,-2606584000.0,-1232101000.0,-839599000.0,-372162000.0
Issuance Of Stock,32858000.0,6891000.0,6082000.0,2217000.0
Net Income,1652325000.0,1649361000.0,1572959000.0,1481814000.0
Change In Cash,-360270000.0,-103190000.0,744999000.0,-490769000.0
Repurchase Of Stock,-19775000.0,-26508000.0,-22434000.0,-59716000.0
Effect Of Exchange Rate,15790000.0,-10852000.0,5914000.0,18718000.0
Total Cash From Operating Activities,1687246000.0,1803559000.0,2264034000.0,2937005000.0
Depreciation,879140000.0,947214000.0,1139879000.0,1561969000.0
Other Cashflows From Investing Activities,34583000.0,51982000.0,-6784000.0,-2370000.0
Dividends Paid,-942884000.0,-1123367000.0,-1345660000.0,-1722989000.0
Change To Account Receivables,37278000.0,-72955000.0,-108165000.0,-127619000.0
Other Cashflows From Financing Activities,-787764000.0,-148150000.0,-280282000.0,384274000.0
Change To Netincome,-918622000.0,-762839000.0,-472864000.0,-81123000.0
