,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-438630000.0,355400000.0,-216300000.0,-379785000.0
Change To Liabilities,9707000.0,-10115000.0,3974000.0,-2784000.0
Total Cashflows From Investing Activities,-531541000.0,272956000.0,-326724000.0,-472487000.0
Net Borrowings,-2583000.0,-1886000.0,-13569000.0,-3086000.0
Total Cash From Financing Activities,-311135000.0,-1316111000.0,-628506000.0,-526068000.0
Change To Operating Activities,136654000.0,30094000.0,349000.0,48044000.0
Issuance Of Stock,52626000.0,27851000.0,92363000.0,72936000.0
Net Income,820678000.0,993004000.0,1107835000.0,1409594000.0
Change In Cash,151040000.0,108891000.0,160444000.0,382456000.0
Repurchase Of Stock,-361178000.0,-1342076000.0,-707300000.0,-595918000.0
Effect Of Exchange Rate,5985000.0,-9835000.0,1912000.0,16848000.0
Total Cash From Operating Activities,987731000.0,1161881000.0,1113762000.0,1364163000.0
Depreciation,48887000.0,56979000.0,64814000.0,60973000.0
Other Cashflows From Investing Activities,-1199000.0,-11814000.0,-1265000.0,-26423000.0
Change To Inventory,-88867000.0,-26146000.0,-85222000.0,30304000.0
Change To Account Receivables,16538000.0,-38412000.0,-59941000.0,-119672000.0
Change To Netincome,119056000.0,55818000.0,64367000.0,-78234000.0
Capital Expenditures,-83435000.0,-61941000.0,-101661000.0,-48722000.0
