,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,224563000.0,-7985000.0,1940000.0,-864000.0,-24198000.0,15884000.0,41824000.0,7037000.0,-42157000.0
Change To Liabilities,-6433000.0,43041000.0,-36488000.0,15387000.0,-9800000.0,-61156000.0,-49143000.0,-14897000.0,2261000.0
Total Cashflows From Investing Activities,163150000.0,-53217000.0,-76653000.0,-83924000.0,38042000.0,-311881000.0,-118496000.0,-35616000.0,-119520000.0
Net Borrowings,-365443000.0,17369000.0,-2657000.0,-14933000.0,-126300000.0,497530000.0,-96207000.0,30717000.0,-78773000.0
Total Cash From Financing Activities,-495457000.0,-51988000.0,-79107000.0,-103783000.0,-207132000.0,441691000.0,-231917000.0,-123280000.0,-201782000.0
Change To Operating Activities,439000.0,-8269000.0,6862000.0,-34936000.0,5590000.0,41093000.0,10603000.0,-43778000.0,2016000.0
Issuance Of Stock,160000.0,160000.0,160000.0,160000.0,1810000.0,77463000.0,3556000.0,2568000.0,12270000.0
Net Income,747893000.0,-38394000.0,201234000.0,137942000.0,116697000.0,507739000.0,81681000.0,237302000.0,-119501000.0
Change In Cash,-250109000.0,123290000.0,-31789000.0,-39336000.0,-23790000.0,253409000.0,-148808000.0,35655000.0,-73520000.0
Repurchase Of Stock,-9082000.0,-9082000.0,-9082000.0,-9082000.0,-143000.0,-11562000.0,-55000.0,-13428000.0,-93000.0
Total Cash From Operating Activities,82198000.0,228495000.0,123971000.0,148371000.0,145300000.0,123599000.0,201605000.0,194551000.0,247782000.0
Depreciation,73559000.0,71704000.0,48595000.0,74876000.0,72573000.0,114238000.0,145333000.0,130294000.0,124611000.0
Dividends Paid,-127461000.0,-49604000.0,-75554000.0,-80039000.0,-80053000.0,-110864000.0,-111176000.0,-123758000.0,-130051000.0
Change To Account Receivables,-29935000.0,10286000.0,20616000.0,18593000.0,534000.0,-22771000.0,-14435000.0,990000.0,-2194000.0
Other Cashflows From Financing Activities,-2553000.0,-19753000.0,-896000.0,111000.0,-2446000.0,-10876000.0,-28035000.0,-19379000.0,-1694000.0
Change To Netincome,-703325000.0,150127000.0,-120048000.0,-63491000.0,-40294000.0,-455544000.0,24466000.0,-115360000.0,240589000.0
