,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,441600000.0,397900000.0,442000000.0,397500000.0
Capital Surplus,1249000000.0,1433200000.0,1683300000.0,2068400000.0
Total Liab,5960500000.0,5980700000.0,6219300000.0,6875400000.0
Total Stockholder Equity,3989800000.0,4017000000.0,4530300000.0,5384900000.0
Minority Interest,53600000.0,47200000.0,65900000.0,67000000.0
Other Current Liab,212300000.0,272200000.0,277300000.0,199400000.0
Total Assets,10003900000.0,10044900000.0,10815500000.0,12327300000.0
Common Stock,300000.0,300000.0,300000.0,300000.0
Retained Earnings,2941500000.0,3028700000.0,3348400000.0,3705400000.0
Other Liab,839600000.0,723000000.0,737800000.0,773800000.0
Good Will,4042600000.0,4103200000.0,4867100000.0,5032100000.0
Treasury Stock,-201000000.0,-445200000.0,-501700000.0,-389200000.0
Other Assets,46900000.0,96400000.0,99500000.0,127900000.0
Cash,1719100000.0,1279300000.0,891200000.0,1702000000.0
Total Current Liabilities,1579400000.0,2451300000.0,2132700000.0,2304300000.0
Deferred Long Term Asset Charges,32000000.0,78600000.0,80400000.0,98100000.0
Short Long Term Debt,1100000.0,764300000.0,403300000.0,230300000.0
Other Stockholder Equity,-201000000.0,-390200000.0,-430900000.0,-278100000.0
Property Plant Equipment,816800000.0,875800000.0,1195700000.0,1279000000.0
Total Current Assets,4656000000.0,4571600000.0,4211200000.0,5490800000.0
Net Tangible Assets,-494400000.0,-484100000.0,-778800000.0,-44700000.0
Short Term Investments,34600000.0,12400000.0,17400000.0,36100000.0
Net Receivables,1598600000.0,1791800000.0,1736400000.0,1951600000.0
Long Term Debt,3541500000.0,2806400000.0,3203400000.0,3636200000.0
Inventory,1106900000.0,1233800000.0,1310100000.0,1462200000.0
Accounts Payable,875600000.0,890500000.0,866800000.0,1120700000.0
Other Current Assets,196800000.0,,,
