,2017-06-24,2018-06-30,2019-06-29,2020-06-27
Investments,-326966000.0,-592334000.0,942943000.0,103994000.0
Change To Liabilities,-30010000.0,-5414000.0,-10272000.0,7594000.0
Total Cashflows From Investing Activities,-325396000.0,-710066000.0,856911000.0,-32049000.0
Total Cash From Financing Activities,-307369000.0,-812035000.0,-1518893000.0,-940720000.0
Change To Operating Activities,-33048000.0,39135000.0,-79158000.0,38885000.0
Issuance Of Stock,97272000.0,64330000.0,64575000.0,61130000.0
Net Income,571613000.0,467318000.0,827486000.0,654694000.0
Change In Cash,140892000.0,-702637000.0,213858000.0,-171914000.0
Repurchase Of Stock,-251799000.0,-407968000.0,-539151000.0,-440811000.0
Total Cash From Operating Activities,773657000.0,819464000.0,875840000.0,800855000.0
Depreciation,160092000.0,144974000.0,110745000.0,108533000.0
Other Cashflows From Investing Activities,-600000.0,-600000.0,-600000.0,-116000.0
Dividends Paid,-373971000.0,-438087000.0,-505576000.0,-517162000.0
Change To Inventory,-21215000.0,-32776000.0,36003000.0,-8671000.0
Change To Account Receivables,78000.0,-19714000.0,62252000.0,-42335000.0
Other Cashflows From Financing Activities,-28871000.0,-30310000.0,-38741000.0,-43877000.0
Change To Netincome,65349000.0,108287000.0,104898000.0,116969000.0
Capital Expenditures,-51421000.0,-65782000.0,-82823000.0,-67049000.0
Net Borrowings,250000000.0,-500000000.0,-500000000.0,
