,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Total Liab,1159946000.0,1132068000.0,1193222000.0,1141737000.0,1219343000.0,1238038000.0,1253223000.0
Total Stockholder Equity,3191917000.0,3402378000.0,3419898000.0,3679807000.0,3503307000.0,3555829000.0,3558170000.0
Other Current Liab,74944000.0,,,,83286000.0,49877000.0,619327000.0
Total Assets,4351863000.0,4534446000.0,4613120000.0,4821544000.0,4722650000.0,4793867000.0,4811393000.0
Common Stock,11596000.0,11581000.0,11501000.0,11501000.0,3503307000.0,11224000.0,3558170000.0
Other Current Assets,,,,,,,735641000.0
Other Liab,546149000.0,550111000.0,558988000.0,488756000.0,540796000.0,529905000.0,533937000.0
Other Assets,220930000.0,224604000.0,224154000.0,121771000.0,216385000.0,206045000.0,208685000.0
Cash,351900000.0,484204000.0,339761000.0,462564000.0,262122000.0,196134000.0,216727000.0
Total Current Liabilities,513862000.0,482018000.0,534291000.0,464234000.0,578596000.0,628178000.0,639327000.0
Short Long Term Debt,,,,,,20000000.0,20000000.0
Property Plant Equipment,2907672000.0,2998727000.0,3110114000.0,3315986000.0,3225308000.0,3378732000.0,3491511000.0
Total Current Assets,1223261000.0,1311115000.0,1278852000.0,1383787000.0,1280957000.0,1209090000.0,1111197000.0
Net Tangible Assets,3191917000.0,3402378000.0,3419898000.0,3679807000.0,3503307000.0,3555829000.0,3558170000.0
Short Term Investments,310193000.0,165254000.0,224899000.0,254433000.0,279183000.0,224391000.0,158829000.0
Long Term Debt,99935000.0,99939000.0,99943000.0,99947000.0,99951000.0,79955000.0,79959000.0
Capital Surplus,156126000.0,160204000.0,170340000.0,174445000.0,133172000.0,236991000.0,
Retained Earnings,3024195000.0,3230593000.0,3238057000.0,3493861000.0,3358759000.0,3307614000.0,
Net Receivables,505678000.0,600056000.0,654049000.0,599102000.0,739652000.0,701367000.0,
Accounts Payable,88452000.0,90956000.0,135044000.0,82519000.0,117850000.0,136480000.0,
