,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Capital Surplus,174445000.0,226451000.0,218462000.0,142176000.0
Total Liab,1141737000.0,1043122000.0,914851000.0,864800000.0
Total Stockholder Equity,3679807000.0,3326288000.0,3080717000.0,2680483000.0
Total Assets,4821544000.0,4369410000.0,3995568000.0,3545283000.0
Common Stock,11501000.0,11706000.0,11953000.0,8123000.0
Retained Earnings,3493861000.0,3088131000.0,2850302000.0,2530184000.0
Other Liab,488756000.0,476761000.0,447666000.0,463068000.0
Other Assets,121771000.0,107640000.0,94599000.0,64648000.0
Cash,462564000.0,401430000.0,403571000.0,190282000.0
Total Current Liabilities,464234000.0,373130000.0,366085000.0,356732000.0
Property Plant Equipment,3315986000.0,3018431000.0,3034135000.0,2754943000.0
Total Current Assets,1383787000.0,1243339000.0,866834000.0,706229000.0
Net Tangible Assets,3679807000.0,3326288000.0,3080717000.0,2661020000.0
Short Term Investments,254433000.0,330274000.0,,
Net Receivables,599102000.0,454222000.0,408165000.0,468260000.0
Long Term Debt,99947000.0,99931000.0,45000000.0,45000000.0
Accounts Payable,82519000.0,68511000.0,70254000.0,78518000.0
Other Current Liab,,8711000.0,2847000.0,356732000.0
Other Current Assets,,,,515947000.0
Good Will,,,,19463000.0
