,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30
Investments,-1027000.0,-2999000.0,-1504000.0,101189000.0,-1541000.0,-6009000.0,-126567000.0,154341000.0,154341000.0
Change To Liabilities,-18952000.0,22553000.0,18926000.0,9842000.0,-7599000.0,40824000.0,-7211000.0,0.0,-7862000.0
Total Cashflows From Investing Activities,-24718000.0,247472000.0,-211215000.0,-56539000.0,-126915000.0,-209180000.0,-139713000.0,78773000.0,78773000.0
Net Borrowings,-7962000.0,-501525000.0,-52674000.0,-8331000.0,732895000.0,-5400000.0,944600000.0,-205400000.0,-205400000.0
Total Cash From Financing Activities,4484000.0,-544120000.0,218366000.0,-142405000.0,440118000.0,154646000.0,-481836000.0,-363321000.0,-363321000.0
Change To Operating Activities,85881000.0,-247357000.0,65297000.0,27665000.0,69658000.0,-224262000.0,94816000.0,65764000.0,65764000.0
Issuance Of Stock,368000.0,300000.0,295000.0,215000.0,225000.0,224000.0,235000.0,222000.0,222000.0
Net Income,-185220000.0,65700000.0,-194979000.0,20550000.0,64512000.0,63522000.0,27415000.0,0.0,65947000.0
Change In Cash,196033000.0,-373003000.0,240031000.0,25241000.0,561727000.0,-49140000.0,-337846000.0,-24937000.0,-24937000.0
Total Cash From Operating Activities,216267000.0,-76355000.0,232880000.0,224185000.0,248524000.0,5394000.0,283703000.0,259611000.0,259611000.0
Depreciation,87501000.0,103431000.0,103227000.0,92188000.0,87226000.0,98645000.0,125039000.0,116526000.0,117175000.0
Dividends Paid,-151203000.0,-113841000.0,-487909000.0,-117934000.0,-117989000.0,-117993000.0,-118073000.0,-117153000.0,-117153000.0
Change To Account Receivables,-7926000.0,1771000.0,21763000.0,-1077000.0,11554000.0,-22569000.0,11905000.0,5887000.0,5887000.0
Other Cashflows From Financing Activities,163281000.0,70946000.0,95092000.0,-16242000.0,-175012000.0,-13380000.0,-1007103000.0,-40990000.0,-40990000.0
Change To Netincome,250677000.0,-27359000.0,213660000.0,70337000.0,18759000.0,44577000.0,25243000.0,7101000.0,7101000.0
Repurchase Of Stock,-113000.0,-113000.0,-113000.0,-113000.0,-1000.0,-1453000.0,-1453000.0,,
