,2020-06-27,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,247173000.0,237570000.0,225896000.0,410310000.0,394682000.0,2570854000.0
Total Liab,2048602000.0,1944490000.0,1953959000.0,2530688000.0,2481261000.0,2478601000.0
Total Stockholder Equity,1327567000.0,1438248000.0,1494929000.0,1650533000.0,1724958000.0,2038468000.0
Total Assets,3376169000.0,3382738000.0,3448888000.0,4181221000.0,4206219000.0,4517069000.0
Common Stock,1160000.0,1161000.0,1167000.0,1169000.0,1173000.0,2038468000.0
Other Liab,78278000.0,78028000.0,77546000.0,77232000.0,78126000.0,830331000.0
Other Assets,382535000.0,394633000.0,398077000.0,419672000.0,443738000.0,826037000.0
Cash,377428000.0,275458000.0,398697000.0,326081000.0,365756000.0,326532000.0
Property Plant Equipment,252661000.0,251432000.0,243530000.0,245944000.0,241090000.0,252574000.0
Total Current Assets,847238000.0,833447000.0,936204000.0,901763000.0,918496000.0,867604000.0
Net Tangible Assets,-524810000.0,-425108000.0,-366248000.0,-953409000.0,-867037000.0,-532386000.0
Net Receivables,333344000.0,422121000.0,422835000.0,442079000.0,432980000.0,541072000.0
Long Term Debt,1124702000.0,1005314000.0,987857000.0,1508389000.0,1478927000.0,1439471000.0
Capital Surplus,1552291000.0,1602728000.0,1623379000.0,1676791000.0,1694902000.0,
Deferred Long Term Liab,70500000.0,77800000.0,79300000.0,77800000.0,79500000.0,
Other Current Liab,428940000.0,428688000.0,438428000.0,504427000.0,474642000.0,
Other Current Assets,38006000.0,38331000.0,41795000.0,46884000.0,46218000.0,
Retained Earnings,-115673000.0,-62267000.0,-38752000.0,70510000.0,121713000.0,
Good Will,1605204000.0,1625786000.0,1635281000.0,2193632000.0,2197313000.0,
Treasury Stock,-110211000.0,-103374000.0,-90865000.0,-97937000.0,-92830000.0,
Total Current Liabilities,666291000.0,680760000.0,712238000.0,766820000.0,746199000.0,
Deferred Long Term Asset Charges,196701000.0,190963000.0,186536000.0,182176000.0,178087000.0,
Other Stockholder Equity,-110211000.0,-103374000.0,-90865000.0,-97937000.0,-92830000.0,
Long Term Investments,41358000.0,39870000.0,9900000.0,9900000.0,10900000.0,
Accounts Payable,29954000.0,24910000.0,30015000.0,22230000.0,23446000.0,
Short Term Investments,25830000.0,28129000.0,,,,
