,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Total Liab,10758000000.0,10545000000.0,12076000000.0,12486000000.0,13489000000.0
Total Stockholder Equity,11050000000.0,9628000000.0,8732000000.0,5366000000.0,6300000000.0
Minority Interest,1303000000.0,1259000000.0,974000000.0,969000000.0,726000000.0
Other Current Liab,117000000.0,81000000.0,841000000.0,573000000.0,2458000000.0
Total Assets,23112000000.0,21433000000.0,21782000000.0,18821000000.0,20515000000.0
Common Stock,315000000.0,291000000.0,305000000.0,307000000.0,6706000000.0
Other Current Assets,55000000.0,519000000.0,180000000.0,104000000.0,1633000000.0
Other Liab,1926000000.0,1735000000.0,1833000000.0,1879000000.0,1890000000.0
Treasury Stock,-686000000.0,-306000000.0,-699000000.0,-755000000.0,-406000000.0
Other Assets,403000000.0,531000000.0,705000000.0,666000000.0,1491000000.0
Cash,4847000000.0,2694000000.0,1545000000.0,1739000000.0,2713000000.0
Total Current Liabilities,2435000000.0,2203000000.0,2510000000.0,1623000000.0,3064000000.0
Short Long Term Debt,580000000.0,52000000.0,,10000000.0,517000000.0
Other Stockholder Equity,-686000000.0,-306000000.0,-699000000.0,-755000000.0,-406000000.0
Property Plant Equipment,16192000000.0,16083000000.0,17560000000.0,14709000000.0,14678000000.0
Total Current Assets,6157000000.0,4459000000.0,3156000000.0,3081000000.0,4346000000.0
Net Tangible Assets,10690000000.0,9268000000.0,8372000000.0,5006000000.0,6300000000.0
Long Term Debt,6397000000.0,6353000000.0,7142000000.0,8286000000.0,7941000000.0
Capital Surplus,5824000000.0,5386000000.0,5591000000.0,5684000000.0,
Retained Earnings,5597000000.0,4257000000.0,3535000000.0,130000000.0,
Good Will,360000000.0,360000000.0,360000000.0,360000000.0,
Deferred Long Term Asset Charges,21000000.0,21000000.0,80000000.0,59000000.0,
Long Term Investments,,,1000000.0,5000000.0,
Net Receivables,1023000000.0,1001000000.0,1170000000.0,860000000.0,
Inventory,232000000.0,245000000.0,261000000.0,378000000.0,
Accounts Payable,435000000.0,495000000.0,411000000.0,200000000.0,
