,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,1098288000.0,1030305000.0,1239095000.0,1224658000.0,1395366000.0
Capital Surplus,2374006000.0,2268209000.0,2245619000.0,2386790000.0,2897695000.0
Total Liab,5841392000.0,6824788000.0,9062163000.0,10450606000.0,14038851000.0
Total Stockholder Equity,1181196000.0,1098981000.0,1145820000.0,-471772000.0,-582651000.0
Minority Interest,481675000.0,573117000.0,767632000.0,610469000.0,946118000.0
Other Current Liab,2082594000.0,2375987000.0,2509030000.0,2850456000.0,4510288000.0
Total Assets,7504263000.0,8496886000.0,10975615000.0,10589303000.0,14402318000.0
Common Stock,2069000.0,2091000.0,2113000.0,2145000.0,2220000.0
Other Current Assets,16658000.0,21573000.0,9939000.0,11561000.0,24865000.0
Retained Earnings,-1079472000.0,-1019223000.0,-949334000.0,-2676833000.0,-3327737000.0
Other Liab,312026000.0,342044000.0,308821000.0,353267000.0,431581000.0
Good Will,1754589000.0,1822943000.0,1998498000.0,2129203000.0,2590869000.0
Treasury Stock,-115407000.0,-152096000.0,-152578000.0,-183874000.0,-154829000.0
Other Assets,507437000.0,711760000.0,857569000.0,889543000.0,807505000.0
Cash,1825322000.0,2371540000.0,2470362000.0,2537787000.0,4884729000.0
Total Current Liabilities,3577000000.0,3749866000.0,4107599000.0,3796569000.0,6855722000.0
Short Long Term Debt,347593000.0,82142000.0,37795000.0,53415000.0,585254000.0
Other Stockholder Equity,-108542000.0,-145231000.0,-145713000.0,-177009000.0,-147964000.0
Property Plant Equipment,885936000.0,946593000.0,2519951000.0,2525637000.0,2630840000.0
Total Current Assets,3152742000.0,3848074000.0,4192899000.0,3649768000.0,6684093000.0
Long Term Investments,105271000.0,137211000.0,167603000.0,170494000.0,293645000.0
Net Tangible Assets,-1671681000.0,-1754267000.0,-2091773000.0,-3825633000.0,-4568886000.0
Net Receivables,746582000.0,844520000.0,1029448000.0,501290000.0,1085779000.0
Long Term Debt,1952366000.0,2732878000.0,3271262000.0,4850896000.0,5140784000.0
Inventory,17467000.0,12575000.0,16106000.0,22000000.0,33826000.0
Accounts Payable,85666000.0,90253000.0,100237000.0,86356000.0,110623000.0
