,2020-08-02,2020-11-01,2021-01-31,2021-05-02,2021-08-01,2021-10-31,2022-01-30,2022-05-01,2022-07-31
Investments,-1600000.0,-1600000.0,,,-4700000.0,-4700000.0,-4700000.0,-4700000.0,-400000.0
Change To Liabilities,341400000.0,106700000.0,-44400000.0,-168900000.0,172600000.0,48700000.0,208300000.0,-271400000.0,280200000.0
Total Cashflows From Investing Activities,-51200000.0,-52700000.0,-67900000.0,-49100000.0,-61100000.0,162400000.0,-97200000.0,-57100000.0,-37600000.0
Net Borrowings,232500000.0,-53200000.0,-27000000.0,-491800000.0,-199700000.0,-128500000.0,-226000000.0,-1500000.0,-11100000.0
Total Cash From Financing Activities,218700000.0,-53400000.0,-24300000.0,-499600000.0,-214000000.0,-261400000.0,-423500000.0,-112000000.0,-143400000.0
Change To Operating Activities,26900000.0,-100000.0,-12300000.0,-15700000.0,46000000.0,-30800000.0,-119900000.0,-56200000.0,-22000000.0
Net Income,-51400000.0,69800000.0,-57700000.0,99900000.0,181900000.0,279700000.0,390800000.0,133100000.0,115300000.0
Change In Cash,593600000.0,65700000.0,191400000.0,-738200000.0,239400000.0,146100000.0,-56200000.0,-493800000.0,-49400000.0
Repurchase Of Stock,-1100000.0,-200000.0,-1200000.0,-9200000.0,-3000000.0,-148600000.0,-200500000.0,-108000000.0,-129700000.0
Effect Of Exchange Rate,35300000.0,-7200000.0,12900000.0,-400000.0,-6800000.0,-5900000.0,-23500000.0,-21300000.0,-8700000.0
Total Cash From Operating Activities,390800000.0,179000000.0,270700000.0,-189100000.0,521300000.0,251000000.0,488000000.0,-303400000.0,140300000.0
Depreciation,78900000.0,80200000.0,81200000.0,74700000.0,75300000.0,77300000.0,73900000.0,76800000.0,75400000.0
Other Cashflows From Investing Activities,,,,,,19100000.0,19100000.0,19100000.0,19100000.0
Dividends Paid,,,,-2700000.0,-2700000.0,-2700000.0,-2700000.0,-2600000.0,-2600000.0
Change To Inventory,-10500000.0,148400000.0,109600000.0,-36500000.0,-19500000.0,44000000.0,-21900000.0,-78100000.0,-337800000.0
Change To Account Receivables,6200000.0,-227000000.0,172700000.0,-211700000.0,20800000.0,-85100000.0,137900000.0,-109400000.0,10200000.0
Change To Netincome,-700000.0,1000000.0,17200000.0,69100000.0,44200000.0,-82800000.0,-187300000.0,1800000.0,19000000.0
Capital Expenditures,-51200000.0,-51100000.0,-67900000.0,-49100000.0,-61100000.0,-60500000.0,-97200000.0,-52400000.0,-56300000.0
Issuance Of Stock,3900000.0,3900000.0,3900000.0,1400000.0,3900000.0,15700000.0,5700000.0,100000.0,
Other Cashflows From Financing Activities,-12700000.0,,-15200000.0,-15200000.0,-15200000.0,,,,
