,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Investments,-338600000.0,-51100000.0,-82000000.0,-433000000.0,-697900000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-541200000.0,-2202500000.0,-619800000.0,-735200000.0,157600000.0
Net Borrowings,450800000.0,1823900000.0,235500000.0,242500000.0,-72600000.0
Total Cash From Financing Activities,-26700000.0,1838000000.0,-179200000.0,-264800000.0,-1089800000.0
Change To Operating Activities,159700000.0,234700000.0,666000000.0,161700000.0,338000000.0
Net Income,519600000.0,251000000.0,382600000.0,441800000.0,1372400000.0
Change In Cash,-35200000.0,257200000.0,613100000.0,361500000.0,-173800000.0
Repurchase Of Stock,-388900000.0,-139300000.0,-271800000.0,-307300000.0,-854900000.0
Effect Of Exchange Rate,2300000.0,-35000000.0,-1300000.0,19500000.0,-23300000.0
Total Cash From Operating Activities,530400000.0,656700000.0,1413400000.0,1342000000.0,781700000.0
Depreciation,115700000.0,126900000.0,125800000.0,144300000.0,171600000.0
Other Cashflows From Investing Activities,4700000.0,2600000.0,7800000.0,25000000.0,-142000000.0
Dividends Paid,-119000000.0,-148000000.0,-170000000.0,-173300000.0,-162300000.0
Change To Account Receivables,-10300000.0,-220200000.0,-63700000.0,186100000.0,-424200000.0
Other Cashflows From Financing Activities,30400000.0,25000000.0,27100000.0,-26700000.0,
Change To Netincome,-148800000.0,127000000.0,276100000.0,383800000.0,-519000000.0
Capital Expenditures,-62100000.0,-82800000.0,-110300000.0,-121200000.0,-187400000.0
