,2017-12-31,2018-12-31,2019-12-31,2020-12-31,2021-12-31
Intangible Assets,697000000.0,716000000.0,742000000.0,351000000.0,343000000.0
Capital Surplus,10305000000.0,11021000000.0,12214000000.0,12270000000.0,12303000000.0
Total Liab,30718000000.0,31739000000.0,32689000000.0,34743000000.0,19500000000.0
Total Stockholder Equity,10761000000.0,11657000000.0,12991000000.0,13373000000.0,13723000000.0
Deferred Long Term Liab,1504000000.0,1673000000.0,1492000000.0,1262000000.0,1236000000.0
Other Current Liab,1341000000.0,1299000000.0,1300000000.0,11932000000.0,987000000.0
Total Assets,41479000000.0,43396000000.0,45680000000.0,48116000000.0,33223000000.0
Common Stock,7000000.0,7000000.0,8000000.0,8000000.0,8000000.0
Other Current Assets,99000000.0,172000000.0,245000000.0,19113000000.0,106000000.0
Retained Earnings,3871000000.0,4593000000.0,5127000000.0,5315000000.0,2572000000.0
Other Liab,6752000000.0,7019000000.0,6983000000.0,5986000000.0,6385000000.0
Good Will,3258000000.0,3162000000.0,3198000000.0,716000000.0,716000000.0
Treasury Stock,-3422000000.0,-3964000000.0,-4358000000.0,-4220000000.0,-1160000000.0
Other Assets,2138000000.0,2628000000.0,2491000000.0,1649000000.0,1625000000.0
Cash,485000000.0,621000000.0,815000000.0,442000000.0,3571000000.0
Total Current Liabilities,4023000000.0,4563000000.0,4900000000.0,15055000000.0,2323000000.0
Deferred Long Term Asset Charges,24000000.0,28000000.0,24000000.0,17000000.0,12000000.0
Short Long Term Debt,352000000.0,534000000.0,1176000000.0,1076000000.0,475000000.0
Other Stockholder Equity,-3422000000.0,-3964000000.0,-4358000000.0,-4220000000.0,-157000000.0
Property Plant Equipment,33092000000.0,34458000000.0,36482000000.0,24500000000.0,25532000000.0
Total Current Assets,2294000000.0,2432000000.0,2767000000.0,20900000000.0,5007000000.0
Net Tangible Assets,6806000000.0,7779000000.0,9051000000.0,12306000000.0,12664000000.0
Net Receivables,1324000000.0,1266000000.0,1296000000.0,990000000.0,948000000.0
Long Term Debt,19943000000.0,20157000000.0,20806000000.0,13702000000.0,10745000000.0
Inventory,320000000.0,303000000.0,332000000.0,302000000.0,322000000.0
Accounts Payable,924000000.0,989000000.0,956000000.0,745000000.0,679000000.0
