,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,46800000.0,52800000.0,28000000.0,58000000.0
Total Cashflows From Investing Activities,-212700000.0,-286700000.0,-272000000.0,-38000000.0
Net Borrowings,311500000.0,236700000.0,164000000.0,-53000000.0
Total Cash From Financing Activities,204000000.0,154700000.0,69000000.0,-145000000.0
Change To Operating Activities,-71900000.0,-186500000.0,-35000000.0,-100000000.0
Issuance Of Stock,6400000.0,6200000.0,6000000.0,8000000.0
Net Income,134400000.0,246000000.0,64000000.0,171000000.0
Change In Cash,150800000.0,-15700000.0,-138000000.0,-38000000.0
Total Cash From Operating Activities,159500000.0,116300000.0,65000000.0,145000000.0
Depreciation,152100000.0,155600000.0,161000000.0,164000000.0
Other Cashflows From Investing Activities,107100000.0,79000000.0,120000000.0,193000000.0
Dividends Paid,-94600000.0,-93400000.0,-96000000.0,-102000000.0
Change To Account Receivables,-78900000.0,-118100000.0,-152000000.0,-126000000.0
Other Cashflows From Financing Activities,-19300000.0,5200000.0,-5000000.0,2000000.0
Change To Netincome,-9300000.0,-33100000.0,-1000000.0,-22000000.0
Capital Expenditures,-319800000.0,-365700000.0,-392000000.0,-231000000.0
Change To Inventory,-13700000.0,,,
