,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,153800000.0,169900000.0,178000000.0,188200000.0
Capital Surplus,7693900000.0,7663600000.0,7657300000.0,7651200000.0
Total Liab,56580300000.0,55489000000.0,53039700000.0,53746700000.0
Total Stockholder Equity,7348100000.0,7358700000.0,7587400000.0,7518900000.0
Total Assets,64172500000.0,63091800000.0,60871200000.0,61509700000.0
Common Stock,5400000.0,5300000.0,5300000.0,5300000.0
Other Current Assets,206500000.0,228700000.0,217600000.0,195100000.0
Retained Earnings,1426900000.0,1363600000.0,1589100000.0,1524600000.0
Other Liab,550200000.0,625400000.0,680700000.0,516800000.0
Good Will,2680800000.0,2680800000.0,3065500000.0,3065500000.0
Treasury Stock,-1778100000.0,-1673800000.0,-1664300000.0,-1662200000.0
Other Assets,43868500000.0,44733900000.0,46328000000.0,46552300000.0
Cash,5456300000.0,4243300000.0,1055400000.0,1479300000.0
Total Current Liabilities,54244100000.0,53604800000.0,50500400000.0,50661700000.0
Short Long Term Debt,436200000.0,1009800000.0,432500000.0,342100000.0
Other Stockholder Equity,-309100000.0,-204800000.0,-195300000.0,-193200000.0
Property Plant Equipment,499200000.0,677600000.0,526600000.0,545300000.0
Total Current Assets,6166200000.0,5362200000.0,2219300000.0,2682600000.0
Long Term Investments,10804000000.0,9467400000.0,8553800000.0,8475800000.0
Net Tangible Assets,4513500000.0,4512800000.0,4343900000.0,4265200000.0
Long Term Debt,1573000000.0,1050700000.0,1591800000.0,2304200000.0
Inventory,8900000.0,12500000.0,15200000.0,18400000.0
Accounts Payable,53475300000.0,52137700000.0,49636500000.0,49934300000.0
Deferred Long Term Asset Charges,,45800000.0,,
Net Receivables,,44700000.0,,
