,2018-02-03,2019-02-02,2020-02-01,2021-01-30
Intangible Assets,95000000.0,92000000.0,121000000.0,61000000.0
Capital Surplus,8000000.0,,,85000000.0
Total Liab,4845000000.0,4496000000.0,10363000000.0,11155000000.0
Total Stockholder Equity,3144000000.0,3553000000.0,3316000000.0,2614000000.0
Other Current Liab,775000000.0,753000000.0,744000000.0,839000000.0
Total Assets,7989000000.0,8049000000.0,13679000000.0,13769000000.0
Common Stock,19000000.0,19000000.0,19000000.0,19000000.0
Other Current Assets,348000000.0,273000000.0,242000000.0,692000000.0
Retained Earnings,3081000000.0,3481000000.0,3257000000.0,2501000000.0
Other Liab,1135000000.0,1073000000.0,397000000.0,438000000.0
Good Will,109000000.0,109000000.0,109000000.0,109000000.0
Treasury Stock,36000000.0,53000000.0,40000000.0,9000000.0
Other Assets,412000000.0,685000000.0,409000000.0,533000000.0
Cash,1783000000.0,1081000000.0,1364000000.0,1988000000.0
Total Current Liabilities,2461000000.0,2174000000.0,3209000000.0,3884000000.0
Other Stockholder Equity,36000000.0,53000000.0,40000000.0,9000000.0
Property Plant Equipment,2805000000.0,2912000000.0,8524000000.0,7058000000.0
Total Current Assets,4568000000.0,4251000000.0,4516000000.0,6008000000.0
Net Tangible Assets,2940000000.0,3352000000.0,3086000000.0,2444000000.0
Short Term Investments,,288000000.0,290000000.0,410000000.0
Net Receivables,282000000.0,321000000.0,316000000.0,363000000.0
Long Term Debt,1249000000.0,1249000000.0,1249000000.0,2216000000.0
Inventory,1997000000.0,2131000000.0,2156000000.0,2451000000.0
Accounts Payable,1181000000.0,1126000000.0,1174000000.0,1743000000.0
