,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Change To Liabilities,-203500000.0,-79000000.0,546500000.0,-209800000.0,73000000.0,-59900000.0,624700000.0
Total Cashflows From Investing Activities,-30100000.0,-26100000.0,-69900000.0,-51100000.0,-30100000.0,-17900000.0,-12900000.0
Net Borrowings,-243400000.0,-305000000.0,42500000.0,345500000.0,198700000.0,-421200000.0,-221200000.0
Total Cash From Financing Activities,-299900000.0,-361300000.0,-63900000.0,204700000.0,111200000.0,-682900000.0,-380900000.0
Change To Operating Activities,113600000.0,51900000.0,-286000000.0,57700000.0,109900000.0,91700000.0,-259700000.0
Issuance Of Stock,4200000.0,9600000.0,1700000.0,4200000.0,1400000.0,300000.0,2000000.0
Net Income,184400000.0,111400000.0,49500000.0,182600000.0,202900000.0,157900000.0,193100000.0
Change In Cash,-93500000.0,-45600000.0,271800000.0,-152200000.0,311800000.0,-387500000.0,175800000.0
Repurchase Of Stock,-100000.0,-50900000.0,-50900000.0,-82700000.0,-25200000.0,-200100000.0,-100000000.0
Effect Of Exchange Rate,1900000.0,900000.0,5000000.0,-2800000.0,-500000.0,-2800000.0,-6200000.0
Total Cash From Operating Activities,234600000.0,340900000.0,400600000.0,-303000000.0,231200000.0,316100000.0,575800000.0
Depreciation,40100000.0,41500000.0,42000000.0,42600000.0,42500000.0,43400000.0,42400000.0
Other Cashflows From Investing Activities,-10400000.0,-2500000.0,50100000.0,-13900000.0,-5100000.0,13600000.0,30200000.0
Dividends Paid,-57100000.0,-57200000.0,-57200000.0,-62300000.0,-62000000.0,-61900000.0,-61000000.0
Change To Inventory,-69100000.0,-9300000.0,82000000.0,-166800000.0,-143600000.0,-60800000.0,40100000.0
Change To Account Receivables,152300000.0,209400000.0,-149700000.0,-216600000.0,-66300000.0,112100000.0,-70300000.0
Other Cashflows From Financing Activities,-3500000.0,-8700000.0,-1700000.0,-1700000.0,-1700000.0,-700000.0,-700000.0
Change To Netincome,-2600000.0,29200000.0,95800000.0,14400000.0,15400000.0,45500000.0,72300000.0
Capital Expenditures,-7700000.0,-12000000.0,-97600000.0,-25000000.0,-21900000.0,-29500000.0,-23700000.0
