,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,875000000.0,1084000000.0,895000000.0,648000000.0
Capital Surplus,2356000000.0,2408000000.0,2440000000.0,2482000000.0
Total Liab,11924000000.0,14730000000.0,15140000000.0,13323000000.0
Total Stockholder Equity,3106000000.0,3403000000.0,3830000000.0,4545000000.0
Other Current Liab,160000000.0,185000000.0,169000000.0,147000000.0
Total Assets,15030000000.0,18133000000.0,18970000000.0,17868000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
Other Current Assets,,,50000000.0,342000000.0
Retained Earnings,3005000000.0,4101000000.0,5275000000.0,6165000000.0
Other Liab,1539000000.0,1770000000.0,1978000000.0,1906000000.0
Good Will,4082000000.0,5058000000.0,5154000000.0,5168000000.0
Treasury Stock,-2256000000.0,-3107000000.0,-3886000000.0,-4103000000.0
Other Assets,7834000000.0,9616000000.0,9806000000.0,8743000000.0
Cash,352000000.0,43000000.0,52000000.0,202000000.0
Total Current Liabilities,1668000000.0,2116000000.0,2198000000.0,1890000000.0
Short Long Term Debt,723000000.0,903000000.0,939000000.0,644000000.0
Other Stockholder Equity,-151000000.0,-237000000.0,-186000000.0,-146000000.0
Property Plant Equipment,467000000.0,614000000.0,1273000000.0,1292000000.0
Total Current Assets,1772000000.0,1761000000.0,1842000000.0,2017000000.0
Net Tangible Assets,-1851000000.0,-2739000000.0,-2219000000.0,-1271000000.0
Net Receivables,1233000000.0,1545000000.0,1608000000.0,1330000000.0
Long Term Debt,8650000000.0,10722000000.0,10362000000.0,8903000000.0
Inventory,75000000.0,109000000.0,120000000.0,125000000.0
Accounts Payable,409000000.0,536000000.0,454000000.0,466000000.0
