,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30
Total Stockholder Equity,30578000000.0,31386000000.0,32784000000.0,33562000000.0,33800000000.0,34422000000.0,35802000000.0,35802000000.0,36490000000.0,36490000000.0
Net Tangible Assets,-8287000000.0,-7160000000.0,-5744000000.0,-4003000000.0,-3366000000.0,-2189000000.0,-168000000.0,-168000000.0,2154000000.0,2154000000.0
Intangible Assets,15783000000.0,15208000000.0,14784000000.0,14181000000.0,13681000000.0,13312000000.0,12739000000.0,12225000000.0,11592000000.0,
Total Liab,37978000000.0,37448000000.0,39545000000.0,38997000000.0,39240000000.0,39157000000.0,39172000000.0,38378000000.0,37486000000.0,
Minority Interest,220000000.0,209000000.0,219000000.0,226000000.0,229000000.0,216000000.0,222000000.0,230000000.0,226000000.0,
Other Current Liab,907000000.0,1059000000.0,1658000000.0,1336000000.0,1259000000.0,1302000000.0,1234000000.0,1438000000.0,1351000000.0,
Total Assets,68776000000.0,69043000000.0,72548000000.0,72785000000.0,73269000000.0,73795000000.0,75196000000.0,74007000000.0,74202000000.0,
Common Stock,23893000000.0,24037000000.0,24145000000.0,24023000000.0,24153000000.0,24285000000.0,24470000000.0,24304000000.0,24429000000.0,
Other Current Assets,170000000.0,126000000.0,90000000.0,181000000.0,141000000.0,238000000.0,292000000.0,353000000.0,563000000.0,
Retained Earnings,25669000000.0,26266000000.0,27627000000.0,28669000000.0,29053000000.0,30376000000.0,31528000000.0,33295000000.0,34487000000.0,
Other Liab,8835000000.0,8842000000.0,8209000000.0,9046000000.0,9079000000.0,8844000000.0,7815000000.0,8611000000.0,8258000000.0,
Good Will,23082000000.0,23338000000.0,23744000000.0,23384000000.0,23485000000.0,23299000000.0,23231000000.0,23179000000.0,22744000000.0,
Treasury Stock,-18984000000.0,-18917000000.0,-18988000000.0,-19130000000.0,-19406000000.0,-20239000000.0,-20196000000.0,-22200000000.0,-22426000000.0,
Other Assets,3656000000.0,3788000000.0,2784000000.0,3973000000.0,4100000000.0,4302000000.0,4363000000.0,5860000000.0,5661000000.0,
Cash,4763000000.0,4480000000.0,6838000000.0,8054000000.0,8658000000.0,9302000000.0,9799000000.0,7675000000.0,8937000000.0,
Total Current Liabilities,10959000000.0,10257000000.0,11907000000.0,12462000000.0,12614000000.0,12867000000.0,13105000000.0,12647000000.0,12392000000.0,
Short Long Term Debt,1290000000.0,6000000.0,7000000.0,756000000.0,755000000.0,754000000.0,754000000.0,4000000.0,5000000.0,
Other Stockholder Equity,-9080000000.0,-9044000000.0,-8946000000.0,-9285000000.0,-9066000000.0,-9240000000.0,-8374000000.0,-8474000000.0,-8706000000.0,
Property Plant Equipment,8343000000.0,8620000000.0,10130000000.0,8832000000.0,8816000000.0,8831000000.0,10112000000.0,8908000000.0,8818000000.0,
Total Current Assets,17221000000.0,17390000000.0,20441000000.0,21817000000.0,22627000000.0,23492000000.0,24239000000.0,23429000000.0,24956000000.0,
Long Term Investments,691000000.0,699000000.0,665000000.0,598000000.0,560000000.0,559000000.0,512000000.0,406000000.0,431000000.0,
Short Term Investments,274000000.0,251000000.0,310000000.0,318000000.0,286000000.0,390000000.0,450000000.0,483000000.0,353000000.0,
Net Receivables,5140000000.0,5649000000.0,6414000000.0,6096000000.0,6113000000.0,6405000000.0,6487000000.0,7179000000.0,7199000000.0,
Long Term Debt,18184000000.0,18349000000.0,18527000000.0,17489000000.0,17547000000.0,17446000000.0,17296000000.0,17120000000.0,16836000000.0,
Inventory,5202000000.0,5152000000.0,5012000000.0,5387000000.0,5439000000.0,5261000000.0,5157000000.0,5691000000.0,5899000000.0,
Accounts Payable,3335000000.0,3189000000.0,3946000000.0,4066000000.0,4017000000.0,4017000000.0,4408000000.0,4757000000.0,4493000000.0,
Deferred Long Term Asset Charges,3328000000.0,3452000000.0,2418000000.0,3598000000.0,3712000000.0,3920000000.0,3972000000.0,,,
